cve,published,severity,reporter,explicit_ai,ai_affiliated,ai_evidence_url,fuzz,affected_versions,source_discovery,source_url,source_sha256,metadata_commit
CVE-2023-0466,2023-03-21,Low,David Benjamin (Google),no,no,,no,3.1.0 to <3.1.1; 3.0.0 to <3.0.9; 1.1.1 to <1.1.1u; 1.0.2 to <1.0.2zh,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-0466.json,590188ca965dd3ecbf88eb755a5a6d149c62313cbc4ed03eee36628b3d4ea403,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-1255,2023-03-21,Low,Anton Romanov (Amazon),no,no,,no,3.1.0 to <3.1.1; 3.0.0 to <3.0.9,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-1255.json,888d5f9212b6a2da25ea480a3a3e36a01a536edab2a0006038d484f74fd7e53c,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-0465,2023-03-23,Low,David Benjamin (Google),no,no,,no,3.1.0 to <3.1.1; 3.0.0 to <3.0.9; 1.1.1 to <1.1.1u; 1.0.2 to <1.0.2zh,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-0465.json,b67c50ef6fedbdce23c04632da313740a88767dc52516abcb772a21005babeb4,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-2650,2023-05-30,Moderate,OSSFuzz; Matt Caswell,no,no,,yes,3.1.1 to <3.1.1; 3.0.0 to <3.0.9; 1.1.1 to <1.1.1u; 1.0.2 to <1.0.2zh,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-2650.json,95aab719b87e36f81733c755accd1c1abbed9c9a4c6515ab30bc6af696191b35,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-2975,2023-07-07,Low,Juerg Wullschleger (Google),no,no,,no,3.1.0 to <3.1.2; 3.0.0 to <3.0.10,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-2975.json,af2ca9fe8ff977f5e64baf73db747d0841b8cf6d3f625c65bd739b40c0a15bc9,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-3446,2023-07-13,Low,OSSfuzz,no,no,,yes,3.1.0 to <3.1.2; 3.0.0 to <3.0.10; 1.1.1 to <1.1.1v; 1.0.2 to <1.0.2zi,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-3446.json,534f6e48dbe51f75fb73888ffa209255bf8f6561040b2dea808245223f074c3f,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-3817,2023-07-31,Low,Bernd Edlinger,no,no,,no,3.1.0 to <3.1.2; 3.0.0 to <3.0.10; 1.1.1 to <1.1.1v; 1.0.2 to <1.0.2zi,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-3817.json,af167dc0aad85338893913f3feac8dd79dd028a04162b010720248b89240af30,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-4807,2023-09-08,Low,Zach Wilson,no,no,,no,3.1.0 to <3.1.3; 3.0.0 to <3.0.11; 1.1.1 to <1.1.1w,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-4807.json,0288289f7c6fabe66ed45e547eb9b99644ca35f37f2ab100cbcd7b409388adc2,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-5363,2023-10-24,Moderate,Tony Battersby (Cybernetics),no,no,,no,3.0.0 to <3.0.12; 3.1.0 to <3.1.4,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-5363.json,83252165004d973b2d3a07c8723d51ad1a8587d38afba5ab28cf1d52f56e61cd,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-5678,2023-11-06,Low,David Benjamin (Google),no,no,,no,1.0.2 to <1.0.2zj; 1.1.1 to <1.1.1x; 3.0.0 to <3.0.13; 3.1.0 to <3.1.5,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-5678.json,5ce5913eb1e69844ef046e64fa62cd1f04c33d6888b84b384b700e7a232070d9,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-6129,2024-01-09,Low,Sverker Eriksson,no,no,,no,3.2.0 to <3.2.1; 3.1.0 to <3.1.5; 3.0.0 to <3.0.13,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-6129.json,c3c6f89ba52587d1d5fef3eed588fb05a1618f0e5eee2731e0ce642c03c8f8b4,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2023-6237,2024-01-15,Low,OSS-Fuzz,no,no,,yes,3.0.0 to <3.0.13; 3.1.0 to <3.1.5; 3.2.0 to <3.2.1,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2023-6237.json,7439761e5fb9c62a868fc280d635c3a5322ec6bed0e255845e09809b1909e08b,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2024-0727,2024-01-25,Low,Bahaa Naamneh (Crosspoint Labs),no,no,,no,3.2.0 to <3.2.1; 3.1.0 to <3.1.5; 3.0.0 to <3.0.13; 1.1.1 to <1.1.1x; 1.0.2 to <1.0.2zj,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2024-0727.json,a07462093474441e4933a84b66253c13f6f6addb1459a190b23771674d5af2b7,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2024-2511,2024-04-08,Low,Manish Patidar (Hewlett Packard Enterprise),no,no,,no,3.2.0 to <3.2.2; 3.1.0 to <3.1.6; 3.0.0 to <3.0.14; 1.1.1 to <1.1.1y,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2024-2511.json,dd3edab41edd045b35b73b4d21b4484b90b73049d273fea8da39cdaeaca983a4,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2024-4603,2024-05-16,Low,OSS-Fuzz,no,no,,yes,3.0.0 to <3.0.14; 3.1.0 to <3.1.6; 3.2.0 to <3.2.2; 3.3.0 to <3.3.1,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2024-4603.json,c8965a6ed2ff66e2f8b98a672fa7b1171d58d029acfac6ffe5aeb0787efd0fef,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2024-4741,2024-05-27,Low,William Ahern (Akamai),no,no,,no,3.3.0 to <3.3.1; 3.2.0 to <3.2.2; 3.1.0 to <3.1.6; 3.0.0 to <3.0.14; 1.1.1 to <1.1.1y,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2024-4741.json,3e9e530b35977a6aa3df60793551446871d314e73e6ca8cab4572c682b40d22d,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2024-5535,2024-06-26,Low,Joseph Birr-Pixton,no,no,,no,3.3.0 to <3.3.2; 3.2.0 to <3.2.3; 3.1.0 to <3.1.7; 3.0.0 to <3.0.15; 1.1.1 to <1.1.1za; 1.0.2 to <1.0.2zk,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2024-5535.json,92a89971d0a1c352b0e0b3421e960ed692d019b0f0368fb90403585e7b7d13c6,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2024-6119,2024-09-03,Moderate,David Benjamin (Google),no,no,,no,3.3.0 to <3.3.2; 3.2.0 to <3.2.3; 3.1.0 to <3.1.7; 3.0.0 to <3.0.15,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2024-6119.json,f3d8083e8cbdcad83856615b7bb43461adcdcfc8a7dbd25aabb2a7096a28bbfd,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2024-9143,2024-10-16,Low,Google OSS-Fuzz-Gen,no,no,,yes,3.3.0 to <3.3.3; 3.2.0 to <3.2.4; 3.1.0 to <3.1.8; 3.0.0 to <3.0.16; 1.1.1 to <1.1.1zb; 1.0.2 to <1.0.2zl,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2024-9143.json,782fabdde1ba17cfda9916e45c4d4838a0a2bf88ba923bde5e9be9563d059098,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2024-13176,2025-01-20,Low,George Pantelakis (Red Hat); Alicja Kario (Red Hat),no,no,,no,3.4.0 to <3.4.1; 3.3.0 to <3.3.3; 3.2.0 to <3.2.4; 3.1.0 to <3.1.8; 3.0.0 to <3.0.16; 1.1.1 to <1.1.1zb; 1.0.2 to <1.0.2zl,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2024-13176.json,01d2b3db2c4afdaa24d5a68ead88cf75248894a15c3be2bb5199dea190d0c6e3,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2024-12797,2025-02-11,High,Apple Inc.,no,no,,no,3.4.0 to <3.4.1; 3.3.0 to <3.3.3; 3.2.0 to <3.2.4,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2024-12797.json,3417d67494a72051b8df0f26c0cab21553f04dd0485e19cb2f0b78f9cd8f076d,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2025-4575,2025-05-22,Low,Alexandr Sosedkin (Red Hat),no,no,,no,3.5.0 to <3.5.1,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2025-4575.json,e3a68c48221a51d7f41584031bc1c608f23f4764de2fbb848a9cd22c60ababa2,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2025-9230,2025-09-30,Moderate,Stanislav Fort (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovers-three-of-the-four-openssl-vulnerabilities-of-2025,no,3.5.0 to <3.5.4; 3.4.0 to <3.4.3; 3.3.0 to <3.3.5; 3.2.0 to <3.2.6; 3.0.0 to <3.0.18; 1.1.1 to <1.1.1zd; 1.0.2 to <1.0.2zm,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2025-9230.json,bda78c1520f00dd3935b768ede6b37772dad791b0eef91465f51e95c65340f14,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2025-9231,2025-09-30,Moderate,Stanislav Fort (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovers-three-of-the-four-openssl-vulnerabilities-of-2025,no,3.5.0 to <3.5.4; 3.4.0 to <3.4.3; 3.3.0 to <3.3.5; 3.2.0 to <3.2.6,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2025-9231.json,455a93c20267d9fde0859c8276fdb94cec3a0508c0b8d3d0e7e97c95fb61832a,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2025-9232,2025-09-30,Low,Stanislav Fort (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovers-three-of-the-four-openssl-vulnerabilities-of-2025,no,3.5.0 to <3.5.4; 3.4.0 to <3.4.3; 3.3.3 to <3.3.5; 3.2.4 to <3.2.6; 3.0.16 to <3.0.18,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2025-9232.json,4f905db60f48b8d0fc7832fa719de23ef9558d1b04b8aa1726222776946cd3a3,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2025-11187,2026-01-27,Moderate,Stanislav Fort (Aisle Research); Petr Šimeček (Aisle Research); Hamza (Metadust),yes,yes,https://aisle.com/blog/aisle-discovered-12-out-of-12-openssl-vulnerabilities,no,3.6.0 to <3.6.1; 3.5.0 to <3.5.5; 3.4.0 to <3.4.4,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2025-11187.json,a4dde2aee839e75e2106ba2c9ec5f47a3983b2c31485b293bee4a89e42493e99,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2025-15467,2026-01-27,High,Stanislav Fort (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovered-12-out-of-12-openssl-vulnerabilities,no,3.6.0 to <3.6.1; 3.5.0 to <3.5.5; 3.4.0 to <3.4.4; 3.3.0 to <3.3.6; 3.0.0 to <3.0.19,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2025-15467.json,34d99b556d486cbc25d80a5bfc06e28511a9285e4c1502caa17319b6bc3bf1d8,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2025-15468,2026-01-27,Low,Stanislav Fort (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovered-12-out-of-12-openssl-vulnerabilities,no,3.6.0 to <3.6.1; 3.5.0 to <3.5.5; 3.4.0 to <3.4.4; 3.3.0 to <3.3.6,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2025-15468.json,882103fcc77817ea151584c7c3b6b17a3e812ce9897392e8ee27589a5434325f,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2025-15469,2026-01-27,Low,Stanislav Fort (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovered-12-out-of-12-openssl-vulnerabilities,no,3.6.0 to <3.6.1; 3.5.0 to <3.5.5,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2025-15469.json,5c540ae199f04faa2a4dc80052f384af6a335d0348da9e0e7095f2b265835ca5,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2025-66199,2026-01-27,Low,Tomas Dulka (Aisle Research); Stanislav Fort (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovered-12-out-of-12-openssl-vulnerabilities,no,3.6.0 to <3.6.1; 3.5.0 to <3.5.5; 3.4.0 to <3.4.4; 3.3.0 to <3.3.6,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2025-66199.json,f7f9ca0ee7afe560772873d3533367b2ee0c89fc4aabdb124fad49e3e9b60f3d,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2025-68160,2026-01-27,Low,Petr Šimeček (Aisle Research); Stanislav Fort (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovered-12-out-of-12-openssl-vulnerabilities,no,3.6.0 to <3.6.1; 3.5.0 to <3.5.5; 3.4.0 to <3.4.4; 3.3.0 to <3.3.6; 3.0.0 to <3.0.19; 1.1.1 to <1.1.1ze; 1.0.2 to <1.0.2zn,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2025-68160.json,1e144c3b2b75d4ece277a7254e56d3fbc24aba94abca22fabdc4bbdf90e036ab,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2025-69418,2026-01-27,Low,Stanislav Fort (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovered-12-out-of-12-openssl-vulnerabilities,no,3.6.0 to <3.6.1; 3.5.0 to <3.5.5; 3.4.0 to <3.4.4; 3.3.0 to <3.3.6; 3.0.0 to <3.0.19; 1.1.1 to <1.1.1ze,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2025-69418.json,10335ac0a827b874e76ce02a5430bd19894c3aa7f6a1ca933c93c2f14d69fd96,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2025-69419,2026-01-27,Low,Stanislav Fort (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovered-12-out-of-12-openssl-vulnerabilities,no,3.6.0 to <3.6.1; 3.5.0 to <3.5.5; 3.4.0 to <3.4.4; 3.3.0 to <3.3.6; 3.0.0 to <3.0.19; 1.1.1 to <1.1.1ze,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2025-69419.json,c96a171f4af48026e169b4df8edbd20ceb866e2a07fb8bb379ab6df123edbd0c,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2025-69420,2026-01-27,Low,Luigino Camastra (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovered-12-out-of-12-openssl-vulnerabilities,no,3.6.0 to <3.6.1; 3.5.0 to <3.5.5; 3.4.0 to <3.4.4; 3.3.0 to <3.3.6; 3.0.0 to <3.0.19; 1.1.1 to <1.1.1ze,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2025-69420.json,e4f2109153aa4a329efe1e0f0b061f51d28ec5cf819d5ac4b47acd28eaac7b9d,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2025-69421,2026-01-27,Low,Luigino Camastra (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovered-12-out-of-12-openssl-vulnerabilities,no,3.6.0 to <3.6.1; 3.5.0 to <3.5.5; 3.4.0 to <3.4.4; 3.3.0 to <3.3.6; 3.0.0 to <3.0.19; 1.1.1 to <1.1.1ze; 1.0.2 to <1.0.2zn,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2025-69421.json,2e695ec1ac8cc5b1cb54baa019c7a817087ee53048e56ecb3e2f88a5b231694e,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-22795,2026-01-27,Low,Luigino Camastra (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovered-12-out-of-12-openssl-vulnerabilities,no,3.6.0 to <3.6.1; 3.5.0 to <3.5.5; 3.4.0 to <3.4.4; 3.3.0 to <3.3.6; 3.0.0 to <3.0.19; 1.1.1 to <1.1.1ze,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-22795.json,1b47a6d51c8c7da66ce4a9a47fafcd2bd3959081997b986401ff866587706424,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-22796,2026-01-27,Low,Luigino Camastra (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovered-12-out-of-12-openssl-vulnerabilities,no,3.6.0 to <3.6.1; 3.5.0 to <3.5.5; 3.4.0 to <3.4.4; 3.3.0 to <3.3.6; 3.0.0 to <3.0.19; 1.1.1 to <1.1.1ze; 1.0.2 to <1.0.2zn,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-22796.json,7cb6672b26cae50f33038e24e0d22e88ef0478795c484bb7ea355836ca814737,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-2673,2026-03-13,Low,Viktor Dukhovni,no,no,,no,3.6.0 to <3.6.2; 3.5.0 to <3.5.6,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-2673.json,0cb2341fa0ceb36ad80489fbbedeb20abb0411b4ab23904b59e987533b7092cd,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-28386,2026-04-07,Low,Stanislav Fort (Aisle Research); Pavel Kohout (Aisle Research); Alex Gaynor (Anthropic),yes,yes,https://aisle.com/blog/aisle-discovers-20-openssl-zero-days-in-6-months,no,3.6.0 to <3.6.2,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-28386.json,683d368ac35ae02dfa42a4fe77cee6061d7d4031678105d01968672d4a710f67,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-28387,2026-04-07,Low,Igor Morgenstern (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovers-20-openssl-zero-days-in-6-months,no,3.6.0 to <3.6.2; 3.5.0 to <3.5.6; 3.4.0 to <3.4.5; 3.3.0 to <3.3.7; 3.0.0 to <3.0.20; 1.1.1 to <1.1.1zg,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-28387.json,3916c3ba26598238a09e081688162b006bab607df56bbfb3304a0a4c59e4eb90,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-28388,2026-04-07,Low,Igor Morgenstern (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovers-20-openssl-zero-days-in-6-months,no,3.6.0 to <3.6.2; 3.5.0 to <3.5.6; 3.4.0 to <3.4.5; 3.3.0 to <3.3.7; 3.0.0 to <3.0.20; 1.1.1 to <1.1.1zg; 1.0.2 to <1.0.2zp,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-28388.json,02479bd6b5d69a9c21d97272e3dc3a0196e244b94671986b9e5bc8ce1065b3f4,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-28389,2026-04-07,Low,Nathan Sportsman (Praetorian); Daniel Rhea; Jaeho Nam (Seoul National University); Muhammad Daffa; Zhanpeng Liu (Tencent Xuanwu Lab); Guannan Wang (Tencent Xuanwu Lab); Guancheng Li (Tencent Xuanwu Lab); Joshua Rogers (Aisle Research),yes,yes,https://aisle.com/blog/aisle-discovers-20-openssl-zero-days-in-6-months,no,3.6.0 to <3.6.2; 3.5.0 to <3.5.6; 3.4.0 to <3.4.5; 3.3.0 to <3.3.7; 3.0.0 to <3.0.20; 1.1.1 to <1.1.1zg; 1.0.2 to <1.0.2zp,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-28389.json,b8b7da6a9e7b2e99910a31d07a47f3aee75d3f7559a32c0b03cffe7b706cfb09,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-28390,2026-04-07,Low,Muhammad Daffa; Zhanpeng Liu (Tencent Xuanwu Lab); Guannan Wang (Tencent Xuanwu Lab); Guancheng Li (Tencent Xuanwu Lab); Joshua Rogers (Aisle Research); Chanho Kim,yes,yes,https://aisle.com/blog/aisle-discovers-20-openssl-zero-days-in-6-months,no,3.6.0 to <3.6.2; 3.5.0 to <3.5.6; 3.4.0 to <3.4.5; 3.3.0 to <3.3.7; 3.0.0 to <3.0.20; 1.1.1 to <1.1.1zg; 1.0.2 to <1.0.2zp,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-28390.json,89ddf7a14e29d0d1261f821fbd7fc7ce572f1bcc556f8a35a725d5d36a334eb4,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-31789,2026-04-07,Low,Quoc Tran (Xint.io - US Team),no,no,,no,3.6.0 to <3.6.2; 3.5.0 to <3.5.6; 3.4.0 to <3.4.5; 3.3.0 to <3.3.7; 3.0.0 to <3.0.20,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-31789.json,5f194c50a68e1e3108110aead1069334a4e5a58fdf3c172e310e879a5a0a2b6a,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-31790,2026-04-07,Moderate,Simo Sorce (Red Hat),no,no,,no,3.6.0 to <3.6.2; 3.5.0 to <3.5.6; 3.4.0 to <3.4.5; 3.3.0 to <3.3.7; 3.0.0 to <3.0.20,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-31790.json,70b9fd55c10159354148909749c1e4adc4b7ee4c7507ddc3932d7648eb08daa6,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-34180,2026-06-09,Low,Frank Buss,no,no,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3; 3.5.0 to <3.5.7; 3.4.0 to <3.4.6; 3.0.0 to <3.0.21; 1.1.1 to <1.1.1zh; 1.0.2 to <1.0.2zq,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-34180.json,23ae9a19bf9803a87f62fd069869fe710f5b14b9b71dc35df54b8469be6e4719,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-34181,2026-06-09,Low,Pavol Žáčik (Red Hat); Alex Gaynor (Anthropic),no,yes,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3; 3.5.0 to <3.5.7; 3.4.0 to <3.4.6,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-34181.json,96d6cec2c98962df28431fee846dd8681a9cb7e6d85be8b97ab336a908d0401d,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-34182,2026-06-09,Moderate,Asim Viladi Oglu Manizada; Alex Gaynor (Anthropic); Ying Dong; Haiyang Huang,no,yes,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3; 3.5.0 to <3.5.7; 3.4.0 to <3.4.6; 3.0.0 to <3.0.21,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-34182.json,f9e13f6090de767cbac95208dbbd2bcf4a0e30ed2711fa59a4b85169d9286fd5,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-34183,2026-06-09,Moderate,Abhinav Agarwal,no,no,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3; 3.5.0 to <3.5.7; 3.4.0 to <3.4.6,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-34183.json,2152fd01d825e13b630d13bea8a340ed05e5d79a0df1a47c6cfd1c5b3c87cf77,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2026-35188,2026-06-09,Moderate,Wang Kenaz (University of Illinois); Guido Vranken (Aisle Research); Aaron Grattafiori (Nvidia),no,yes,,no,4.0.0 to <4.0.1; 3.6.0 to <3.6.3,UNKNOWN,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2026-35188.json,7d67da55f13f185e26998a6425fe33325684958135d0322f5eae6a369aa52c82,597a9a75044fb94b2823d111fd96ad9607a38189
