cve,published,severity,reporter,explicit_ai,ai_affiliated,ai_evidence_url,fuzz,affected_versions,source_discovery,source_url,source_sha256,metadata_commit
CVE-2014-3510,2014-08-06,Unknown,Felix Gröbert (Google),no,no,,no,1.0.1 to <1.0.1i; 1.0.0 to <1.0.0n; 0.9.8 to <0.9.8zb,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2014-3510.json,50bd27bcda094123a9612bdddc2e4387066468a663aa3d80af2a2aed362d7511,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2014-3511,2014-08-06,Unknown,David Benjamin and Adam Langley (Google),no,no,,no,1.0.1 to <1.0.1i,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2014-3511.json,ba479c3f252735b09ff9661ff80d9f7d298d7f3037976a07291d05d6aa171754,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2014-3512,2014-08-06,Unknown,"Sean Devlin and Watson Ladd (Cryptography Services, NCC Group)",no,no,,no,1.0.1 to <1.0.1i,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2014-3512.json,72e8e7f181a41c09d7df5894118d6f674fbc66c8afb3eaba478576bdbe3aae11,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2014-5139,2014-08-06,Unknown,Joonas Kuorilehto and Riku Hietamäki (Codenomicon),no,no,,no,1.0.1 to <1.0.1i,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2014-5139.json,b22d20997d009f9cc48861ac1207a5163165b21a2c731fcecfd5469c60f9c139,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2014-3513,2014-10-15,High,LibreSSL project,no,no,,no,1.0.1 to <1.0.1j,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2014-3513.json,48633e7b70a2eb551362200db13fe05f2f2e8e0d6070cc557f5e35112ed1dd7f,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2014-3567,2014-10-15,Moderate,,no,no,,no,1.0.1 to <1.0.1j; 1.0.0 to <1.0.0o; 0.9.8g to <0.9.8zc,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2014-3567.json,1e755d08608ab7bb819e42ecb3058325e6e65af3d6787cdd6764a8704d9095f0,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2014-3568,2014-10-15,Low,Akamai Technologies,no,no,,no,1.0.1 to <1.0.1j; 1.0.0 to <1.0.0o; 0.9.8 to <0.9.8zc,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2014-3568.json,59bb850c7d9a804273953627739c45ef3d447855a5766d310be4a3734e5536a4,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2014-3569,2014-10-21,Low,Frank Schmirler,no,no,,no,1.0.1j to <1.0.1k; 1.0.0o to <1.0.0p; 0.9.8zc to <0.9.8zd,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2014-3569.json,35d5c640da24b9d690c39b1e06f9c9dd9e2ab67336ffecb482771aafeba294e4,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2014-3571,2015-01-05,Moderate,"Markus Stenberg of Cisco Systems, Inc",no,no,,no,1.0.1 to <1.0.1k; 1.0.0 to <1.0.0p; 0.9.8 to <0.9.8zd,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2014-3571.json,5859c94486c70eb922047d52dda7e0c1fc94b23ffe7df804370a4341f8fee868,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2014-3572,2015-01-05,Low,Karthikeyan Bhargavan of the PROSECCO team at INRIA,no,no,,no,1.0.1 to <1.0.1k; 1.0.0 to <1.0.0p; 0.9.8 to <0.9.8zd,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2014-3572.json,fab15e4ded89cb91580670e5ffba043fc8445bd7b70d1c65c6ff3d9c217134f3,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2014-8275,2015-01-05,Low,Antti Karjalainen and Tuomo Untinen from the Codenomicon CROSS program/Konrad Kraszewski from Google,no,no,,no,1.0.1 to <1.0.1k; 1.0.0 to <1.0.0p; 0.9.8 to <0.9.8zd,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2014-8275.json,eae67c3f2382945364648f096acaf9c64471148360e6f4be9becb2ee1aa9baef,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-0204,2015-01-06,Low,Karthikeyan Bhargavan of the PROSECCO team at INRIA,no,no,,no,1.0.1 to <1.0.1k; 1.0.0 to <1.0.0p; 0.9.8 to <0.9.8zd,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-0204.json,110bdd01e40c122439e4808cf286f845fedeb2ec66794312861e39a69c81f50d,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2014-3570,2015-01-08,Low,Pieter Wuille (Blockstream),no,no,,no,1.0.1 to <1.0.1k; 1.0.0 to <1.0.0p; 0.9.8 to <0.9.8zd,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2014-3570.json,9c7023d4779753b07e792197e3e72bc24840418136b77d14312bceaac5f3b316,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-0205,2015-01-08,Low,Karthikeyan Bhargavan of the PROSECCO team at INRIA,no,no,,no,1.0.1 to <1.0.1k; 1.0.0 to <1.0.0p,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-0205.json,3ed53aaa4a641331bdcfc9cd2d3431298fbf46d31d2d945faa509dbb86a959b9,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-0206,2015-01-08,Moderate,Chris Mueller,no,no,,no,1.0.1 to <1.0.1k; 1.0.0 to <1.0.0p,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-0206.json,ab5ba31020149c262f2a335fa12961ad198ab360b3fae7fbba92d450728d1582,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-0288,2015-03-02,Low,Brian Carpenter,no,no,,no,1.0.2 to <1.0.2a; 1.0.1 to <1.0.1m; 1.0.0 to <1.0.0r; 0.9.8 to <0.9.8zf,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-0288.json,1911af046abc916fa24865a3e055ccc91cde8b24be599beaa1106d7e484fd161,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-0285,2015-03-10,Low,Matt Caswell (OpenSSL development team),no,no,,no,1.0.2 to <1.0.2a,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-0285.json,0e47894c985f89926f464ec5a0a855d429e78be3e965aee60bfe0b4e13d03479,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-0207,2015-03-19,Moderate,Per Allansson,no,no,,no,1.0.2 to <1.0.2a,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-0207.json,be0b18ca59d935820aaf0b1a1c98795252c850e4f0d2fcf15d3f38075d180c46,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-0208,2015-03-19,Moderate,Brian Carpenter,no,no,,no,1.0.2 to <1.0.2a,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-0208.json,4c44a3222ffac3276672a12b632314ec21b42a997f2bc4ba7a1bd987516fcf84,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-0209,2015-03-19,Low,The BoringSSL project,no,no,,no,1.0.2 to <1.0.2a; 1.0.1 to <1.0.1m; 1.0.0 to <1.0.0r; 0.9.8 to <0.9.8zf,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-0209.json,05aa28b61e4b7947e93476ab76111f072555f42328d82227d26df6470af49d10,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-0286,2015-03-19,Moderate,Stephen Henson (OpenSSL development team),no,no,,no,1.0.2 to <1.0.2a; 1.0.1 to <1.0.1m; 1.0.0 to <1.0.0r; 0.9.8zd to <0.9.8zf,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-0286.json,a7b7672025668cd5c641db32fc72cb9f052aef1a79a04b5937d1eebb4e080731,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-0287,2015-03-19,Moderate,Emilia Käsper (OpenSSL development team),no,no,,no,1.0.2 to <1.0.2a; 1.0.1 to <1.0.1m; 1.0.0 to <1.0.0r; 0.9.8 to <0.9.8zf,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-0287.json,bdef70e5fef7e256e729ad0c6ba72b09333672ea4b98c7692ff9bdf8f2111365,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-0289,2015-03-19,Moderate,Michal Zalewski (Google),no,no,,no,1.0.2 to <1.0.2a; 1.0.1 to <1.0.1m; 1.0.0 to <1.0.0r; 0.9.8 to <0.9.8zf,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-0289.json,4670a97d218aaa2e36f4d081c5c4f87348a3fde88f190d5ec538786fce474f8d,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-0290,2015-03-19,Moderate,Daniel Danner and Rainer Mueller,no,no,,no,1.0.2 to <1.0.2a,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-0290.json,d4ef5087f3df4b769183890c044542450e15edeb3fca4aefa60fd14d52270113,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-0291,2015-03-19,High,David Ramos (Stanford University),no,no,,no,1.0.2 to <1.0.2a,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-0291.json,dec8878aab82c21b17afbdf5e6ac3542b82487a3930b59f593a939c91e86272e,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-0292,2015-03-19,Moderate,"Robert Dugal, also David Ramos, also Huzaifa Sidhpurwala (Red Hat)",no,no,,no,1.0.1 to <1.0.1h; 1.0.0 to <1.0.0m; 0.9.8 to <0.9.8za,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-0292.json,87cdf115104057596994c998e927aaa3ae92fae7afcf40c840d773d9377abc10,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-0293,2015-03-19,Moderate,Sean Burford (Google) and Emilia Käsper (OpenSSL development team),no,no,,no,1.0.2 to <1.0.2a; 1.0.1 to <1.0.1m; 1.0.0 to <1.0.0r; 0.9.8 to <0.9.8zf,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-0293.json,1b9c5e067e7550f041602dcafabd3fb8c9c88f78fe51e9c7086bdaec06264f66,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-1787,2015-03-19,Moderate,Matt Caswell (OpenSSL development team),no,no,,no,1.0.2 to <1.0.2a,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-1787.json,9fac261019d3e766fbc68e8f43604e4fb402d5623c14cb2cea85173f5e727e5b,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-1791,2015-06-02,Low,Emilia Käsper (OpenSSL),no,no,,no,1.0.2 to <1.0.2b; 1.0.1 to <1.0.1n; 1.0.0 to <1.0.0s; 0.9.8 to <0.9.8zg,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-1791.json,1bfa3ad64e7e5acd818a0bc7a728e012daa45b3222dfeb7b4ce3bd94795f6dd1,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2014-8176,2015-06-11,Moderate,"Praveen Kariyanahalli, and subsequently by Ivan Fratric and Felix Groebert (Google)",no,no,,no,1.0.1 to <1.0.1h; 1.0.0 to <1.0.0m; 0.9.8 to <0.9.8za,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2014-8176.json,0e7ab5ce174586af0f0ff5aead96e7f0de4a0c75c90ea7eb52e5978bc00d59a6,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-1788,2015-06-11,Moderate,Joseph Birr-Pixton,no,no,,no,1.0.2 to <1.0.2b; 1.0.1 to <1.0.1n; 1.0.0 to <1.0.0e; 0.9.8 to <0.9.8s,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-1788.json,fee6ce88a50c6c8c73ba8019de86c9b9364d49ea11bf83e15d53dfa89c24be3a,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-1789,2015-06-11,Moderate,Robert Święcki (Google Security Team); Hanno Böck,no,no,,no,1.0.2 to <1.0.2b; 1.0.1 to <1.0.1n; 1.0.0 to <1.0.0s; 0.9.8 to <0.9.8zg,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-1789.json,a3ef54f6e8433574f3df141d640eae77a48313ef066618485b190a8361fd924e,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-1790,2015-06-11,Moderate,Michal Zalewski (Google),no,no,,no,1.0.2 to <1.0.2b; 1.0.1 to <1.0.1n; 1.0.0 to <1.0.0s; 0.9.8 to <0.9.8zg,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-1790.json,1e84a830cd52db5bc19288154c3f6686f0b6a7772682610d3c0ce6fb1e2c453e,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-1792,2015-06-11,Moderate,Johannes Bauer,no,no,,no,1.0.2 to <1.0.2b; 1.0.1 to <1.0.1n; 1.0.0 to <1.0.0s; 0.9.8 to <0.9.8zg,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-1792.json,f954b0de172b1a581a99fe1e36f9fa7fea004b3fe87ee5fbb7ec5c1f8e5756d6,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-1793,2015-07-09,High,Adam Langley and David Benjamin (Google/BoringSSL),no,no,,no,1.0.2b to <1.0.2d; 1.0.1n to <1.0.1p,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-1793.json,38c2182c54504c67d4e970661add6090f7fce81097116decc40840ee962775b2,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-1794,2015-08-11,Low,Guy Leaver (Cisco),no,no,,no,1.0.2 to <1.0.2e,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-1794.json,f566f991a4cf2815548e6618a93b37e30eeede7e76634aa1b0fffc86319556f4,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-3193,2015-12-03,Moderate,Hanno Böck,no,no,,no,1.0.2 to <1.0.2e,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-3193.json,ee3ac3e8656d0beca64a18511b65635d5a33f4f4b6cfe4d9da34f1617049a451,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-3194,2015-12-03,Moderate,Loïc Jonas Etienne (Qnective AG),no,no,,no,1.0.2 to <1.0.2e; 1.0.1 to <1.0.1q,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-3194.json,64c48efc26d0992fc4d9067696204c1f4ddc27c169b6a2db968b7b67f6c9f0f9,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-3195,2015-12-03,Moderate,Adam Langley (Google/BoringSSL) using libFuzzer,no,no,,yes,1.0.2 to <1.0.2e; 1.0.1 to <1.0.1q; 1.0.0 to <1.0.0t; 0.9.8 to <0.9.8zh,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-3195.json,2589c9ece82930ad641b5de158b5cc55bb8b71f959b7845cfa4975b6f979e569,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-3196,2015-12-03,Low,Stephen Henson (OpenSSL),no,no,,no,1.0.2 to <1.0.2d; 1.0.1 to <1.0.1p; 1.0.0 to <1.0.0t,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-3196.json,ba8b2c8abf1eb714dafef487bb8b85adf30dae55ef099abff9af19cadd5542a1,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2015-3197,2016-01-28,Low,Nimrod Aviram and Sebastian Schinzel,no,no,,no,1.0.1 to <1.0.1r; 1.0.2 to <1.0.2f,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2015-3197.json,a5ac16bb0716ba61323a320bd23857184067af3f5f70c9ad8170daff84bc1d3a,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-0701,2016-01-28,High,Antonio Sanso (Adobe),no,no,,no,1.0.2 to <1.0.2f,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-0701.json,4890b549717ddb564f5203d8058bdd44b34c95796a3c9e30d81694f541972208,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-0702,2016-03-01,Low,"Yuval Yarom, The University of Adelaide and NICTA, Daniel Genkin, Technion and Tel Aviv University, and Nadia Heninger, University of Pennsylvania",no,no,,no,1.0.1 to <1.0.1s; 1.0.2 to <1.0.2g,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-0702.json,461ce940be9ff6ef3cac38eb720b94254a29a07d71e410c33b21b874994dc871,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-0703,2016-03-01,High,David Adrian and J.Alex Halderman (University of Michigan),no,no,,no,0.9.8 to <0.9.8zf; 1.0.0 to <1.0.0r; 1.0.1 to <1.0.1m; 1.0.2 to <1.0.2a,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-0703.json,920b7b792ba7833b71af148c56f0a730aa6a9793638334774eba591f329a9b5d,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-0704,2016-03-01,Moderate,David Adrian and J.Alex Halderman (University of Michigan),no,no,,no,0.9.8 to <0.9.8zf; 1.0.0 to <1.0.0r; 1.0.1 to <1.0.1m; 1.0.2 to <1.0.2a,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-0704.json,ef11c452a90c711b82f4f46b95f8cbe561774366c655259efc717646aff5353d,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-0705,2016-03-01,Low,Adam Langley (Google/BoringSSL),no,no,,no,1.0.1 to <1.0.1s; 1.0.2 to <1.0.2g,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-0705.json,fd1af012b3db0667964b18a9af85b2584d9cfd522c83d26777ca33460ae1d31e,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-0797,2016-03-01,Low,Guido Vranken,no,no,,no,1.0.1 to <1.0.1s; 1.0.2 to <1.0.2g,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-0797.json,ccc8e8b5ae962234762ef93bab1b3c661a58cecf76c22741ba3045f59baec412,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-0798,2016-03-01,Low,Emilia Käsper (OpenSSL),no,no,,no,1.0.1 to <1.0.1s; 1.0.2 to <1.0.2g,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-0798.json,b917e7b188d76ce1722b25a14f901188c2f6abca8bb604717dfc9b69fba864a7,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-0799,2016-03-01,Low,Guido Vranken,no,no,,no,1.0.1 to <1.0.1s; 1.0.2 to <1.0.2g,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-0799.json,c17b6717f924ec44e6efdd6c8ad2b17eb0c884fa48eef5b7060109abd8051883,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-0800,2016-03-01,High,Nimrod Aviram and Sebastian Schinzel,no,no,,no,1.0.1 to <1.0.1s; 1.0.2 to <1.0.2g,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-0800.json,a9eb5f7ad926428c43d2698f4b59171230e158b206062309db3327c72a674a90,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-2105,2016-05-03,Low,Guido Vranken,no,no,,no,1.0.1 to <1.0.1t; 1.0.2 to <1.0.2h,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-2105.json,3e7edf9a583e2a1783e0f99e9da59b23a75ae701f9dd1a21d0c92d3af10c696b,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-2106,2016-05-03,Low,Guido Vranken,no,no,,no,1.0.1 to <1.0.1t; 1.0.2 to <1.0.2h,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-2106.json,45352b115fedc576f341db81f142389a8fc41134f8b44b5ce4d4414ea45574ec,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-2107,2016-05-03,High,Juraj Somorovsky,no,no,,no,1.0.1 to <1.0.1t; 1.0.2 to <1.0.2h,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-2107.json,87b5a57667783977451c8575a1c4083a5a8be50ca60e0f62ec9b567251e53c17,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-2108,2016-05-03,High,"Huzaifa Sidhpurwala (Red Hat), Hanno Böck, David Benjamin (Google)",no,no,,no,1.0.1 to <1.0.1o; 1.0.2 to <1.0.2c,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-2108.json,8c6a0949bee4e64d03dd555d0d290f66269a9b4f2dff53e7b19e775590d6fc24,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-2109,2016-05-03,Low,Brian Carpenter,no,no,,no,1.0.1 to <1.0.1t; 1.0.2 to <1.0.2h,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-2109.json,77f25edfb9a01ad19f61b8880ae7bffb6c61bcb109951d6ec79242ab15b9fa9a,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-2176,2016-05-03,Low,Guido Vranken,no,no,,no,1.0.1 to <1.0.1t; 1.0.2 to <1.0.2h,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-2176.json,81032bac85c1a55129a4222fc895f24e6e6f9e2b5cbb2483ac28ff825e850818,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-2177,2016-06-01,Low,Guido Vranken,no,no,,no,1.0.1 to <1.0.1u; 1.0.2 to <1.0.2i,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-2177.json,9feac6cf713d345e8c4709e1c235dd566cbfbd3cd2ad36114bc55595b2f3c72c,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-2178,2016-06-07,Low,"César Pereida (Aalto University), Billy Brumley (Tampere University of Technology), and Yuval Yarom (The University of Adelaide and NICTA)",no,no,,no,1.0.1 to <1.0.1u; 1.0.2 to <1.0.2i,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-2178.json,7f9c20004cd8eecf23af4f64e0f9d6ad78016b0ed1463042517b6f1f19c870f5,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-2180,2016-07-22,Low,"Shi Lei (Gear Team, Qihoo 360 Inc.)",no,no,,no,1.0.1 to <1.0.1u; 1.0.2 to <1.0.2i,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-2180.json,69cff8c5c0f50f14c0f7bd210b87852a3a5703911b93c23e5ab1848515686b13,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-2182,2016-08-16,Low,"Shi Lei (Gear Team, Qihoo 360 Inc.)",no,no,,no,1.0.1 to <1.0.1u; 1.0.2 to <1.0.2i,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-2182.json,4471663f2ad40ac5b1f9625591e7280eadefc69c70fe407a68baa675a61911b0,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-2181,2016-08-19,Low,OCAP audit team,no,no,,no,1.0.1 to <1.0.1u; 1.0.2 to <1.0.2i,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-2181.json,cb13d2d8e3eec174fdabc1233320848635e412584a1bad9090aba8e02d806eb2,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-2179,2016-08-22,Low,Quan Luo,no,no,,no,1.0.1 to <1.0.1u; 1.0.2 to <1.0.2i,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-2179.json,015c3621a6d1f76107a8303f1185604ff58a93523867da406bb1c604a58d169d,597a9a75044fb94b2823d111fd96ad9607a38189
CVE-2016-6302,2016-08-23,Low,"Shi Lei (Gear Team, Qihoo 360 Inc.)",no,no,,no,1.0.1 to <1.0.1u; 1.0.2 to <1.0.2i,,https://raw.githubusercontent.com/openssl/release-metadata/597a9a75044fb94b2823d111fd96ad9607a38189/secjson/CVE-2016-6302.json,3f3178b52e9a362409e6ad9774208a73f38a4d35c7c802d4aba85a6c0001e860,597a9a75044fb94b2823d111fd96ad9607a38189
