date,datetime_utc,score,toffoli,qubits,solver,ai_tool_in_note
2026-06-05,2026-06-05 22:49:17,2017979899,1536923,1313,anshu4321,yes
2026-06-05,2026-06-05 23:09:39,2016829711,1536047,1313,10d9e,yes
2026-06-05,2026-06-05 23:40:23,2016617005,1535885,1313,BitWonka,yes
2026-06-06,2026-06-06 00:03:52,2015936871,1535367,1313,anshu4321,yes
2026-06-06,2026-06-06 00:28:34,2014786683,1534491,1313,BitWonka,yes
2026-06-06,2026-06-06 00:53:46,2013389651,1533427,1313,newjordan,yes
2026-06-06,2026-06-06 01:49:28,1993816760,1518520,1313,johnbxx,yes
2026-06-06,2026-06-06 02:37:25,1993136626,1518002,1313,newjordan,yes
2026-06-06,2026-06-06 02:44:26,1992692832,1517664,1313,newjordan,yes
2026-06-06,2026-06-06 02:50:04,1992012698,1517146,1313,newjordan,yes
2026-06-06,2026-06-06 03:00:54,1991332564,1516628,1313,newjordan,yes
2026-06-06,2026-06-06 03:08:12,1990208636,1515772,1313,newjordan,yes
2026-06-06,2026-06-06 03:15:03,1986336599,1512823,1313,newjordan,yes
2026-06-06,2026-06-06 05:48:38,1985678387,1516943,1309,runeape-sats,yes
2026-06-06,2026-06-06 07:49:17,1984166492,1515788,1309,welttowelt,yes
2026-06-06,2026-06-06 08:15:13,1982805132,1514748,1309,welttowelt,yes
2026-06-06,2026-06-06 08:19:19,1978786502,1511678,1309,zuiris,yes
2026-06-06,2026-06-06 10:30:00,1978456675,1539655,1285,runeape-sats,yes
2026-06-06,2026-06-06 10:32:45,1977629346,1510794,1309,zuiris,yes
2026-06-06,2026-06-06 10:59:49,1977341295,1538787,1285,runeape-sats,yes
2026-06-06,2026-06-06 12:17:14,1971410287,1506043,1309,Gajesh2007,yes
2026-06-06,2026-06-06 12:45:08,1970059399,1505011,1309,zuiris,yes
2026-06-06,2026-06-06 13:35:31,1969918027,1504903,1309,runeape-sats,yes
2026-06-06,2026-06-06 14:23:04,1969242583,1504387,1309,10d9e,yes
2026-06-06,2026-06-06 15:17:48,1968793475,1532135,1285,jieyilong,yes
2026-06-06,2026-06-06 15:42:06,1968567139,1503871,1309,welttowelt,yes
2026-06-06,2026-06-06 16:47:41,1967891695,1503355,1309,jackylee0424,yes
2026-06-06,2026-06-06 17:40:29,1960613655,1497795,1309,welttowelt,yes
2026-06-06,2026-06-06 17:58:37,1953154973,1492097,1309,jieyilong,yes
2026-06-06,2026-06-06 18:03:19,1956879078,1494942,1309,jackylee0424,yes
2026-06-06,2026-06-06 18:04:58,1953154973,1492097,1309,jieyilong,yes
2026-06-06,2026-06-06 18:11:01,1949378508,1489212,1309,jieyilong,yes
2026-06-06,2026-06-06 18:31:41,1946400084,1489212,1307,zuiris,yes
2026-06-06,2026-06-06 18:55:02,1945723058,1488694,1307,jackylee0424,yes
2026-06-06,2026-06-06 19:09:48,1945061716,1488188,1307,teddyjfpender,yes
2026-06-06,2026-06-06 19:36:39,1944384690,1487670,1307,jackylee0424,yes
2026-06-06,2026-06-06 20:58:45,1940606153,1484779,1307,zuiris,yes
2026-06-07,2026-06-07 03:00:16,1939939583,1484269,1307,BitWonka,yes
2026-06-07,2026-06-07 04:08:14,1939751375,1484125,1307,BitWonka,yes
2026-06-07,2026-06-07 06:14:29,1922289855,1470765,1307,BitWonka,yes
2026-06-07,2026-06-07 06:28:40,1922289855,1470765,1307,BitWonka,yes
2026-06-07,2026-06-07 08:03:14,1920798194,1470749,1306,zuiris,yes
2026-06-07,2026-06-07 08:17:19,1917944080,1467440,1307,welttowelt,yes
2026-06-07,2026-06-07 08:43:27,1916455744,1467424,1306,jieyilong,yes
2026-06-07,2026-06-07 08:58:48,1912381024,1464304,1306,newjordan,yes
2026-06-07,2026-06-07 09:42:36,1911704516,1463786,1306,jackylee0424,yes
2026-06-07,2026-06-07 10:32:12,1907351618,1460453,1306,welttowelt,yes
2026-06-07,2026-06-07 16:22:23,1906003826,1459421,1306,welttowelt,yes
2026-06-07,2026-06-07 17:22:46,1901228574,1460237,1302,zuiris,yes
2026-06-07,2026-06-07 18:21:43,1899562014,1458957,1302,zuiris,yes
2026-06-07,2026-06-07 20:30:00,1896965826,1456963,1302,zuiris,yes
2026-06-07,2026-06-07 22:28:23,1893823629,1460157,1297,jackylee0424,yes
2026-06-07,2026-06-07 22:53:28,1892934834,1453867,1302,BitWonka,yes
2026-06-08,2026-06-08 04:10:40,1892824900,1454900,1301,gnuchev,yes
2026-06-08,2026-06-08 05:41:02,1891349200,1454884,1300,gnuchev,yes
2026-06-08,2026-06-08 08:59:52,1825275400,1404058,1300,BitWonka,yes
2026-06-08,2026-06-08 11:53:37,1824581200,1403524,1300,SamrendraS,yes
2026-06-08,2026-06-08 13:02:19,1823175078,1403522,1299,SamrendraS,yes
2026-06-08,2026-06-08 16:16:25,1822107738,1403781,1298,SamrendraS,yes
2026-06-08,2026-06-08 16:59:18,1820670235,1403755,1297,SamrendraS,yes
2026-06-08,2026-06-08 18:32:15,1820641701,1403733,1297,jackylee0424,yes
2026-06-08,2026-06-08 19:22:46,1798705540,1386820,1297,BitWonka,yes
2026-06-08,2026-06-08 22:49:25,1786833620,1390532,1285,BitWonka,yes
2026-06-09,2026-06-09 02:56:33,1785547335,1389531,1285,jackylee0424,yes
2026-06-09,2026-06-09 07:41:42,1783729060,1388116,1285,zuiris,yes
2026-06-09,2026-06-09 11:25:56,1780286545,1385437,1285,zuiris,yes
2026-06-09,2026-06-09 13:42:41,1779704440,1384984,1285,SamrendraS,yes
2026-06-09,2026-06-09 21:06:49,1776720670,1382662,1285,Gajesh2007,yes
2026-06-09,2026-06-09 22:48:51,1776069175,1382155,1285,BitWonka,yes
2026-06-09,2026-06-09 23:19:02,1774746910,1381126,1285,BitWonka,yes
2026-06-10,2026-06-10 00:09:29,1774726350,1381110,1285,jackylee0424,yes
2026-06-10,2026-06-10 00:10:34,1768166425,1376005,1285,BitWonka,yes
2026-06-10,2026-06-10 05:00:33,1766121990,1374414,1285,BitWonka,yes
2026-06-10,2026-06-10 10:03:45,1765489770,1373922,1285,jieyilong,yes
2026-06-10,2026-06-10 11:36:25,1759744004,1435354,1226,welttowelt,yes
2026-06-10,2026-06-10 11:56:02,1747286618,1425193,1226,BitWonka,yes
2026-06-10,2026-06-10 14:20:52,1743798012,1428172,1221,zuiris,yes
2026-06-10,2026-06-10 18:17:01,1743174081,1427661,1221,jieyilong,yes
2026-06-10,2026-06-10 23:32:08,1716174108,1405548,1221,BitWonka,yes
2026-06-11,2026-06-11 03:45:39,1713124000,1404200,1220,BitWonka,yes
2026-06-11,2026-06-11 08:07:34,1713097160,1404178,1220,jackylee0424,yes
2026-06-11,2026-06-11 10:07:11,1709962980,1401609,1220,zuiris,yes
2026-06-11,2026-06-11 12:09:47,1708341222,1402579,1218,zuiris,yes
2026-06-11,2026-06-11 15:40:57,1707869856,1402192,1218,nasqret,yes
2026-06-11,2026-06-11 17:08:56,1705055670,1403338,1215,BitWonka,yes
2026-06-11,2026-06-11 18:40:55,1704784725,1403115,1215,nasqret,yes
2026-06-11,2026-06-11 19:26:34,1703067769,1404013,1213,BitWonka,yes
2026-06-11,2026-06-11 22:50:58,1702054020,1404335,1212,jackylee0424,yes
2026-06-12,2026-06-12 02:37:08,1701341166,1404906,1211,BitWonka,yes
2026-06-12,2026-06-12 04:41:06,1701048104,1404664,1211,mpjunior92,yes
2026-06-12,2026-06-12 14:36:16,1700420806,1404146,1211,rubenmarcus,yes
2026-06-12,2026-06-12 16:14:11,1699653032,1403512,1211,rubenmarcus,yes
2026-06-12,2026-06-12 21:17:12,1697398113,1410971,1203,BitWonka,yes
2026-06-13,2026-06-13 06:59:49,1684982463,1412391,1193,BitWonka,yes
2026-06-13,2026-06-13 10:56:49,1683610600,1412425,1192,jieyilong,yes
2026-06-13,2026-06-13 14:39:29,1683083736,1411983,1192,nasqret,yes
2026-06-13,2026-06-13 16:14:47,1681025595,1418587,1185,nasqret,yes
2026-06-14,2026-06-14 02:15:00,1678948830,1434999,1170,nasqret,yes
2026-06-14,2026-06-14 12:54:36,1678629420,1434726,1170,gnuchev,yes
2026-06-14,2026-06-14 14:08:43,1678360320,1434496,1170,gnuchev,yes
2026-06-14,2026-06-14 18:12:51,1677861900,1434070,1170,nasqret,yes
2026-06-15,2026-06-15 03:10:03,1676067120,1432536,1170,rubenmarcus,yes
2026-06-15,2026-06-15 19:34:38,1674533568,1433676,1168,BitWonka,yes
2026-06-16,2026-06-16 02:21:02,1672963776,1432332,1168,mpjunior92,yes
2026-06-18,2026-06-18 18:44:06,1672133328,1431621,1168,BitWonka,yes
2026-06-19,2026-06-19 01:37:29,1669072000,1429000,1168,benhuang2025,yes
2026-06-19,2026-06-19 04:18:44,1660163697,1422591,1167,tob-joe,yes
2026-06-19,2026-06-19 05:45:30,1660160196,1422588,1167,jackylee0424,yes
2026-06-19,2026-06-19 06:04:08,1658770256,1422616,1166,PhantasticUniverse,yes
2026-06-19,2026-06-19 06:43:30,1658739940,1422590,1166,jackylee0424,yes
2026-06-19,2026-06-19 06:51:15,1658735276,1422586,1166,jackylee0424,yes
2026-06-19,2026-06-19 06:52:06,1658708458,1422563,1166,jieyilong,yes
