year,finder,category,cves
2024,"the Mozilla Fuzzing Team, Simon Friedberger, Andrew McCreight",fuzz,1
2025,Ameen Basha M K,other,33
2025,Oskar L,other,33
2025,Irvan Kurniawan,other,29
2025,The Mozilla Fuzzing Team,fuzz,21
2025,Nils Bars,other,17
2025,Ivan Fratric of Google Project Zero,other,14
2025,Masato Kinugawa,other,13
2025,the Mozilla Fuzzing Team,fuzz,13
2025,Andrew McCreight,other,12
2025,Dario Weißer,other,12
2025,Igor Morgenstern,other,12
2025,Nan Wang,other,12
2025,Gary Kwong,other,11
2025,Atte Kettunen,other,9
2025,Shaheen Fazim,other,9
2025,Hafiizh,other,8
2025,Maurice Dauer and the Mozilla Fuzzing Team,fuzz,8
2025,Renwa,other,8
2025,Andrew McCreight and the Mozilla Fuzzing Team,fuzz,7
2025,Oskar,other,7
2025,Randell Jesup,other,7
2025,Tom Van Goethem,other,7
2025,Joe Turki,other,6
2025,Mirko Brodesser,other,6
2025,Tom Schuster,other,6
2025,Andrew Creskey,other,5
2025,"Andrew McCreight, Tooru Fujisawa, and the Mozilla Fuzzing Team",fuzz,5
2025,Andrew Osmond,other,5
2025,Dong-uk Kim (@justlikebono),other,5
2025,Edouard Bochin and Tao Yan from Palo Alto Networks working with Trend Micro's Zero Day Initiative,other,5
2025,EntryHi,other,5
2025,Hafiizh & kang ali,other,5
2025,James Lee,other,5
2025,LJP and HexRabbit (DEVCORE Research Team),other,5
2025,Lingming Zhang,other,5
2025,Manfred Paul working with Trend Micro's Zero Day Initiative,other,5
2025,Nika Layzell,other,5
2025,Rob Wu,other,5
2025,Xiangwei Zhang and kkdong of Tencent Security YUNDING LAB,other,5
2025,dalmurino,other,5
2025,sherkito,other,5
2025,terjanq,other,5
2025,"the Mozilla Fuzzing Team, Andrew McCreight",fuzz,5
2025,tiebuchen,other,5
2025,un3xploitable & GF,other,5
2025,Andreas Pehrson,other,4
2025,"Andrew McCreight, Ashley Zebrowski",other,4
2025,Andrew Osmond and the Mozilla Fuzzing Team,fuzz,4
2025,Daniel Holbert,other,4
2025,Daniel Veditz,other,4
2025,Daniil Satyaev (Positive Technologies),other,4
2025,Google Android,other,4
2025,Ibuki Sato,other,4
2025,Ivan Fratric,other,4
2025,Jakub Szymsza,other,4
2025,"Julien Wajsberg, the Mozilla Fuzzing Team",fuzz,4
2025,Laurin Weger,other,4
2025,Maruf Bin Murtuza,other,4
2025,Mochammad Nosa Shandy Prastyo,other,4
2025,"Paul Bone, Ryan VanderMeulen and the Mozilla Fuzzing Team",fuzz,4
2025,Paul Gerste,other,4
2025,Renwa Hiwa,other,4
2025,Rong Bao,other,4
2025,"Sebastian Hengst, Maurice Dauer and the Mozilla Fuzzing Team",fuzz,4
2025,Surya Dev Singh,other,4
2025,"Sylvestre Ledru, Paul Bone and the Mozilla Fuzzing Team",fuzz,4
2025,Sören Hentzschel,other,4
2025,Theemathas,other,4
2025,Uku Sõrmus,other,4
2025,Viktor Bocz,other,4
2025,anbu,other,4
2025,pwn2car,other,4
2025,satrya wira yudha,other,4
2025,"the Mozilla Fuzzing Team, Masayuki Nakano",fuzz,4
2025,zx,other,4
2025,Axel Chong (@Haxatron),other,3
2025,Eemeli Aro,other,3
2025,"Akmat Suleimanov, Andrew McCreight",other,2
2025,"Akmat Suleimanov, Jed Davis, André Bargull, and the Mozilla Fuzzing Team",fuzz,2
2025,Alan Li (lebr0nli),other,2
2025,Albert,other,2
2025,"Andrew McCreight, Gabriele Svelto, Beth Rennie (she/her), Steven Michaud, the Mozilla Fuzzing Team",fuzz,2
2025,"Andrew McCreight, Randell Jesup, Andrew Osmond, Akmat Suleimanov and the Mozilla Fuzzing Team",fuzz,2
2025,"Andy Leiserson, Maurice Dauer, Sebastian Hengst and the Mozilla Fuzzing Team",fuzz,2
2025,Caro Kann,other,2
2025,Chris P. Fredrickson,other,2
2025,Daniel Huigens,other,2
2025,Emma Zühlcke,other,2
2025,Fabian Densborn,other,2
2025,Filip Štamcar,other,2
2025,Hafiizh & Kang Ali,other,2
2025,Jamie Nicol,other,2
2025,"Jon Coppeard, Maurice Dauer and the Mozilla Fuzzing Team",fuzz,2
2025,Jurrie Overgoor,other,2
2025,Marcus Brinkmann,other,2
2025,Muneaki Nishimura,other,2
2025,Nikolaos Mourousias,other,2
2025,None,other,2
2025,Project KillFuzz of Qrious Secure,fuzz,2
2025,"Randell Jesup, Andrew McCreight, Andrew Osmond, Akmat Suleimanov and the Mozilla Fuzzing Team",fuzz,2
2025,"Randell Jesup, Jens Stutte, and the Mozilla Fuzzing Team",fuzz,2
2025,Ronald Crane,other,2
2025,Satoki Tsuji,other,2
2025,Seongyun Jeong,other,2
2025,Simon,other,2
2025,Thinker Li,other,2
2025,Umar Farooq,other,2
2025,hafiizh & kang ali,other,2
2025,r3m0t3nu11,other,2
2025,"the Mozilla Fuzzing Team, Andrew McCreight, Sebastian Hengst, Randell Jesup",fuzz,2
2025,"the Mozilla Fuzzing Team, Andrew Osmond",fuzz,2
2025,xh4vm,other,2
2025,xiulou,other,2
2025,Abhinav Khanna,other,1
2025,Aisle Research,ai_affiliated,1
2025,"Andrew Osmond, Randell Jesup, Andrew McCreight, Akmat Suleimanov and the Mozilla Fuzzing Team",fuzz,1
2025,Antoine Morin,other,1
2025,Azril,other,1
2025,Bharat,other,1
2025,Chris Peterson and Kirtikumar Anandrao Ramchandani,other,1
2025,Egor Filatov (Positive Technologies),other,1
2025,Kevin Brosnan,other,1
2025,Khalil Zhani,other,1
2025,MasterSplinter,other,1
2025,Matthew Noorenberghe,other,1
2025,Michel Le Bihan,other,1
2025,Narendra Bhati,other,1
2025,Patrick Cloke,other,1
2025,Philipp Beer,other,1
2025,Raul Bucata,other,1
2025,Rebeca Tudor,other,1
2025,Rifa'i Rejal Maynando and Ameen Basha M K,other,1
2025,Yannis Juglaret and Steven Michaud,other,1
2025,alayersattackers,other,1
2025,msd,other,1
2026,"Evyatar Ben Asher, Keane Lucas, Nicholas Carlini, Newton Cheng, Daniel Freeman, Alex Gaynor, and Joel Weinberger using Claude from Anthropic",explicit_ai,121
2026,Sajeeb Lohani,other,95
2026,Oskar L,other,46
2026,Yaqoub Aldurayhim,other,44
2026,Tomoya Nakanishi,other,25
2026,Atsushi Sada,other,16
2026,Steven Julian,other,16
2026,Gary Kwong,other,15
2026,The Mozilla Fuzzing Team,fuzz,15
2026,Zijie Zhao,other,15
2026,Mihalis Haatainen,other,14
2026,Rintaro Kawasugi,other,14
2026,Satoki Tsuji,other,14
2026,5up3rh3i,other,13
2026,Inseo An,other,13
2026,ggwhyp,other,13
2026,Jun Yang,other,12
2026,Amy Burnett of OpenAI,ai_affiliated,11
2026,Haruto Kimura,other,11
2026,Richard Belisle,other,11
2026,jmwebdevelopement,other,11
2026,lebr0nli,other,11
2026,satyamasd,other,11
2026,Nan Wang,other,10
2026,Xuehao Guo,other,10
2026,choeseyeong,other,10
2026,pakhunov.anton.n,other,10
2026,zx,other,10
2026,"Brian Grinstead, Christian Holler, Tom Schuster and the Mozilla Fuzzing Team",fuzz,9
2026,Nebula Security,other,9
2026,Quy Pham,other,9
2026,Ameen Basha M K,other,8
2026,Josh Aas,other,8
2026,jayjayjazz,other,7
2026,Cody,other,6
2026,Muneaki Nishimura,other,6
2026,Surya Dev Singh,other,6
2026,crixer,other,6
2026,x0e,other,6
2026,"Andrew McCreight, Ashley Zebrowski, Brian Grinstead, Christian Holler, Maurice Dauer, Tom Schuster and the Mozilla Fuzzing Team",fuzz,5
2026,"Andrew McCreight, Christian Holler",other,5
2026,"Andrew McCreight, Christian Holler, Lee Salzman, Maurice Dauer, Tom Schuster, Wayne Mery and the Mozilla Fuzzing Team",fuzz,5
2026,"Andrew McCreight, Jan de Mooij, Tom Ritter, Vincent Hilla and the Mozilla Fuzzing Team",fuzz,5
2026,"Andrew McCreight, Randell Jesup, Tom Ritter and the Mozilla Fuzzing Team",fuzz,5
2026,"Andrew McCreight, Valentin Gosu, Nika Layzell, Tom Schuster and the Mozilla Fuzzing Team",fuzz,5
2026,"C.M.Chang, Christian Holler, Steve Fink and the Mozilla Fuzzing Team",fuzz,5
2026,"Christian Holler, Timothy Nikkel, Tom Schuster and the Mozilla Fuzzing Team",fuzz,5
2026,Clay Ver Valen,other,5
2026,Fabius Artrel,other,5
2026,Farras Givari,other,5
2026,Hafiizh,other,5
2026,Hcamael,other,5
2026,Hyeonjun Ahn,other,5
2026,Igor Morgenstern,other,5
2026,Jacolon Walker,other,5
2026,Kevin Brosnan,other,5
2026,Matej Smycka,other,5
2026,Mingi Jung (정민기입니다),other,5
2026,Randell Jesup,other,5
2026,Securin,other,5
2026,Sota Wada,other,5
2026,Tom Ritter,other,5
2026,Tran Quac,other,5
2026,fedek,other,5
2026,maxpl0it working with Trend Micro Zero Day Initiative,other,5
2026,sseehra,other,5
2026,stevej,other,5
2026,ABDULAZIZ ALASAIQAH,other,4
2026,"Alex Franchuk, Andrew McCreight, Brian Grinstead, Christian Holler, Jan de Mooij, Maurice Dauer, Sebastian Hengst, Tom Schuster and the Mozilla Fuzzing Team",fuzz,4
2026,Alex Mayorga,other,4
2026,"Andrew McCreight, Dennis Jackson and the Mozilla Fuzzing Team",fuzz,4
2026,"Andrew McCreight, Maurice Dauer, Olli Pettay, Ryan Hunt",other,4
2026,André Bargull,other,4
2026,Atte Kettunen,other,4
2026,Carl Pearson,other,4
2026,"Christian Holler, Frederik Braun, Justin Link, Simon Friedberger, Tom Ritter, Tom Schuster and the Mozilla Fuzzing Team",fuzz,4
2026,"Christian Holler, Gabriele Svelto, Tom Schuster and the Mozilla Fuzzing Team",fuzz,4
2026,"Christian Holler, Jens Stutte, Nika Layzell, Randell Jesup, Tom Schuster and the Mozilla Fuzzing Team",fuzz,4
2026,D. Santos,other,4
2026,Dai,other,4
2026,Edgar Chen,other,4
2026,Florian,other,4
2026,Gary Kwong and Nan Wang,other,4
2026,Haruka Yamazaki,other,4
2026,Ibuki Sato and Tomoya Nakanishi,other,4
2026,Irvan Kurniawan,other,4
2026,Jakub Szymsza,other,4
2026,Jan Horak,other,4
2026,Joren Afman,other,4
2026,Kanaru Sato,other,4
2026,Khanh Nguyen,other,4
2026,LatticeBased,other,4
2026,Lorenzo,other,4
2026,Lyra Rebane,other,4
2026,Manojkumar Jaganathan,other,4
2026,Mateusz Dobrzyński,other,4
2026,Michael Bommarito,other,4
2026,Michael Froman,other,4
2026,Nguyen Minh,other,4
2026,"Nika Layzell, Randell Jesup, Timothy Nikkel, Tom Schuster and the Mozilla Fuzzing Team",fuzz,4
2026,Nikola Kojic,other,4
2026,Pwn2addr,other,4
2026,Rayhan Hanaputra,other,4
2026,Rintaro Kobayashi,other,4
2026,"Ryan Hunt, Steve Fink and the Mozilla Fuzzing Team",fuzz,4
2026,RyotaK of GMO Flatt Security Inc.,other,4
2026,Shu Takahashi,other,4
2026,Souma Ohsawa,other,4
2026,Steven Michaud,other,4
2026,Tristan Madani,other,4
2026,Vladislav Plyatsok,other,4
2026,evyatar,other,4
2026,kiyong,other,4
2026,pizzahunthack1,other,4
2026,q1,other,4
2026,Christian Holler,other,3
2026,Mozilla Fuzzing Team,fuzz,3
2026,Qadhafy Muhammad Tera,other,3
2026,Renwa,other,3
2026,Abdan Alkayyis,other,2
2026,"Agi Sferro, Andrew McCreight, Randell Jesup, Tom Schuster",other,2
2026,"Andrew Creskey, Andrew Osmond, Dana Keeler, Henri Sivonen, Jed Davis, John Schanck, Jon Coppeard, Justin Link, Michael Froman, Nika Layzell, Noah Lokocz, Randell Jesup, Steve Fink, Tom Schuster and the Mozilla Fuzzing Team",fuzz,2
2026,Andrew McCreight,other,2
2026,"Andy Leiserson, Jan de Mooij, Michael Froman and the Mozilla Fuzzing Team",fuzz,2
2026,Artur Cygan of Trail of Bits in partnership with OpenAI,ai_affiliated,2
2026,"Ashley Zebrowski, Christian Holler, Dan Baker, Jan de Mooij, Jon Coppeard, Maurice Dauer, Nicolas B. Pierron, Nika Layzell, Randell Jesup, Rob Wu, Ryan Hunt, Steve Fink, Tom Schuster, Tomoya Nakanishi, Yannis Juglaret, Serge Guelton and the Mozilla Fuzzing Team",fuzz,2
2026,Aswinkumar Gokulakannan,other,2
2026,Av0id,other,2
2026,"Ben Visness, Brian Grinstead, Christian Holler, Dimi Lee, Jens Stutte, Jim Mathies, John Schanck, Jon Coppeard, Karl Tomlinson, Maurice Dauer, Nika Layzell, Randell Jesup, Tom Schuster and the Mozilla Fuzzing Team",fuzz,2
2026,Brian Carpenter,other,2
2026,"Brian Grinstead, Christian Holler and the Mozilla Fuzzing Team",fuzz,2
2026,"C.M.Chang, Christian Holler, David Parks, Dennis Jackson, Gabriele Svelto, Hafiizh, Henrik Skupin, Jan de Mooij, Jens Stutte, Paul Theriault, Randell Jesup, Rob Wu, Tom Ritter, Tom Schuster and the Mozilla Fuzzing Team",fuzz,2
2026,Caro Kann,other,2
2026,"Christian Holler, Fatih Kilic, Tom Schuster and the Mozilla Fuzzing Team",fuzz,2
2026,"Claude, Kai Engert",explicit_ai,2
2026,Eemeli Aro,other,2
2026,"Elysee Franchuk, Caleb Lerch",other,2
2026,Farhad Sajid Barbhuiya,other,2
2026,Frederik Braun,other,2
2026,Frédéric Wang Nélar,other,2
2026,Hanno Boeck,other,2
2026,"Hiroyuki Ikezoe, Jon Coppeard, Maurice Dauer and the Mozilla Fuzzing Team",fuzz,2
2026,Jody Ritonga,other,2
2026,JunYoung Park,other,2
2026,Kai Martin,other,2
2026,"Leon Trampert, Daniel Weber, Christian Rossow, Michael Schwarz",other,2
2026,Michal Andryskowski,other,2
2026,Nika Layzell,other,2
2026,Niklas,other,2
2026,Nithissh,other,2
2026,Pier Angelo Vendrame,other,2
2026,Renwa Hiwa,other,2
2026,Shihab Mirza,other,2
2026,Skywarp,other,2
2026,Yuki Umemura,other,2
2026,b00rito,other,2
2026,bug2own,other,2
2026,chanhokim,other,2
2026,hafiizh & kang ali,other,2
2026,paranoidmoth,other,2
2026,superhei,other,2
2026,tiebuchen,other,2
2026,Azza Tegar Naufal Ataullah,other,1
2026,Barath Stalin K,other,1
2026,"Christian Holler, Gabriele Svelto, Greg Stoll and the Mozilla Fuzzing Team",fuzz,1
2026,Crixer,other,1
2026,Daisuke Hatakeyama and Shota Matsuda,other,1
2026,Hafiizh & Kang Ali,other,1
2026,Hiroyuki Ikezoe,other,1
2026,Jon Coppeard and the Mozilla Fuzzing Team,fuzz,1
2026,Khiem Tran,other,1
2026,Masato Kinugawa,other,1
2026,"OpenAI Preparedness, Bill Demirkapi",ai_affiliated,1
2026,taiho kim,other,1
2026,yfbug123,other,1
