date,release,elo_vs_sf15,elo_err
2013-04-30,3,-537.61,7.82
2013-06-08,,-517.44,7.34
2013-06-17,,-528.7,15.2
2013-07-02,,-511.68,7.21
2013-07-13,,-518.96,7.36
2013-07-20,,-506.54,7.1
2013-08-01,,-509.41,7.18
2013-08-20,4,-509.41,7.15
2013-08-29,,-504.5,7.03
2013-09-05,,-493.86,6.83
2013-09-11,,-493.61,6.81
2013-09-15,,-495.12,6.85
2013-09-27,,-494.86,6.84
2013-10-09,,-476.3,6.44
2013-10-18,,-480.94,6.55
2013-10-23,,-473.35,6.39
2013-11-07,,-471.1,6.37
2013-11-10,,-469.11,6.3
2013-11-29,,-507.34,7.11
2013-12-03,,-462.02,6.19
2013-12-09,,-468.67,6.29
2013-12-27,,-458.99,6.11
2014-01-02,,-461.88,6.18
2014-01-11,,-452.58,5.99
2014-01-27,,-459.9,6.14
2014-02-09,,-451.3,5.97
2014-02-15,,-457.66,6.08
2014-03-01,,-448.89,5.91
2014-03-11,,-454.83,6.03
2014-03-15,,-450.29,5.94
2014-03-23,,-454.08,6.02
2014-03-30,,-442.73,5.79
2014-04-06,,-453.74,6.01
2014-04-12,,-460.6,6.11
2014-04-20,,-457.11,6.08
2014-04-25,,-453.06,5.99
2014-04-28,,-456.62,6.05
2014-05-04,,-454.08,6.01
2014-05-11,,-463.16,6.2
2014-05-31,5,-447.82,5.87
2014-06-06,,-453.6,6.01
2014-06-20,,-444.41,5.85
2014-07-01,,-440.99,5.77
2014-07-27,,-440.54,5.75
2014-08-09,,-444.61,5.82
2014-09-28,,-432.71,5.59
2014-10-26,,-441.12,5.75
2014-11-01,,-424.81,5.45
2014-11-07,,-436.43,5.67
2014-11-17,,-436.43,5.67
2014-11-30,,-435.68,5.66
2014-12-11,,-433.63,5.59
2015-01-02,,-425.34,5.46
2015-01-13,,-424.69,5.46
2015-01-20,,-425.7,5.48
2015-01-27,6,-418.29,5.35
2015-02-01,,-429.9,5.56
2015-02-08,,-421.29,5.38
2015-02-19,,-425.64,5.47
2015-02-23,,-422.81,5.42
2015-03-07,,-431.0,5.59
2015-03-15,,-429.72,5.55
2015-03-23,,-434.87,5.66
2015-04-03,,-421.0,5.38
2015-05-06,,-423.63,5.46
2015-06-13,,-418.4,5.35
2015-08-04,,-407.4,5.14
2015-09-18,,-413.92,5.31
2015-10-20,,-411.91,5.27
2015-11-13,,-398.81,5.01
2015-12-14,,-388.96,4.87
2016-01-02,7,-382.66,4.74
2016-01-18,,-388.31,4.84
2016-02-21,,-380.69,4.75
2016-03-27,,-384.81,4.8
2016-04-08,,-384.22,4.77
2016-05-01,,-383.1,4.75
2016-05-20,,-373.64,4.64
2016-06-10,,-369.0,4.54
2016-06-24,,-364.18,4.46
2016-08-01,,-357.81,4.35
2016-08-25,,-351.99,4.27
2016-08-31,,-345.87,4.18
2016-09-11,,-344.36,4.15
2016-09-17,,-344.89,4.15
2016-10-05,,-340.51,4.09
2016-10-19,,-340.27,4.06
2016-11-01,8,-334.1,3.96
2016-11-12,,-331.19,3.93
2016-12-01,,-332.27,3.95
2017-01-01,,-329.54,3.92
2017-01-11,,-331.35,3.94
2017-02-15,,-329.54,3.89
2017-03-17,,-328.7,3.91
2017-04-23,,-324.76,3.84
2017-05-10,,-324.99,3.82
2017-06-21,,-317.92,3.74
2017-07-24,,-317.23,3.74
2017-08-17,,-315.38,3.69
2017-08-26,,-317.38,3.72
2017-10-02,,-313.05,3.67
2017-11-18,,-313.09,3.67
2017-12-18,,-305.73,3.57
2018-01-31,9,-323.94,3.86
2018-02-18,,-320.45,3.86
2018-02-27,,-321.01,3.87
2018-03-07,,-316.87,3.8
2018-03-18,,-315.28,3.78
2018-04-01,,-311.7,3.72
2018-04-23,,-315.49,3.75
2018-05-08,,-309.01,3.66
2018-05-30,,-303.9,3.61
2018-06-20,,-319.09,3.84
2018-07-18,,-321.26,3.9
2018-07-25,,-319.61,3.88
2018-08-09,,-315.75,3.8
2018-09-01,,-304.31,3.64
2018-10-23,,-293.42,3.46
2018-11-19,,-298.59,3.54
2018-11-29,10,-298.62,3.52
2018-12-16,,-286.32,3.33
2019-01-04,,-291.58,3.43
2019-02-01,,-283.87,3.3
2019-03-09,,-281.78,3.3
2019-04-06,,-282.72,3.31
2019-04-27,,-284.37,3.31
2019-05-15,,-277.21,3.22
2019-06-14,,-274.28,3.19
2019-07-11,,-276.56,3.23
2019-07-26,,-272.27,3.14
2019-09-14,,-270.6,3.13
2019-09-27,,-266.4,3.1
2019-10-23,,-265.6,3.07
2019-11-19,,-262.54,2.96
2019-12-10,,-257.02,2.95
2020-01-18,11,-261.04,2.97
2020-01-23,,-262.98,3.01
2020-01-23,,-258.89,2.94
2020-01-23,,-259.79,2.99
2020-01-23,,-264.39,3.01
2020-01-23,,-263.45,3.02
2020-01-23,,-260.99,3.01
2020-01-23,,-260.37,2.98
2020-01-23,,-262.1,3.01
2020-01-23,,-258.66,2.92
2020-01-23,,-260.55,2.97
2020-01-25,,-259.27,2.94
2020-01-27,,-257.25,2.95
2020-01-27,,-256.96,2.92
2020-01-27,,-259.59,2.98
2020-01-28,,-261.66,2.99
2020-01-28,,-264.06,3.02
2020-01-28,,-261.57,2.99
2020-01-29,,-261.07,2.99
2020-01-31,,-258.84,2.93
2020-02-01,,-259.01,2.97
2020-02-02,,-257.91,2.94
2020-02-05,,-263.15,3.03
2020-02-05,,-261.95,3.02
2020-02-10,,-260.34,3.0
2020-02-10,,-260.96,3.01
2020-02-15,,-261.8,3.04
2020-02-15,,-262.07,3.01
2020-02-20,,-262.21,3.02
2020-02-22,,-262.8,3.01
2020-02-25,,-261.13,2.99
2020-02-25,,-262.74,3.04
2020-02-27,,-258.72,2.98
2020-03-01,,-260.55,2.98
2020-03-01,,-263.42,3.02
2020-03-04,,-260.99,3.02
2020-03-04,,-261.39,3.0
2020-03-07,,-259.85,2.97
2020-03-07,,-261.74,2.94
2020-03-07,,-261.63,3.05
2020-03-07,,-261.8,3.01
2020-03-09,,-266.49,3.08
2020-03-09,,-263.77,3.04
2020-03-14,,-260.29,2.96
2020-03-14,,-263.89,3.06
2020-03-14,,-262.95,3.0
2020-03-17,,-262.07,2.99
2020-03-17,,-264.33,3.05
2020-03-20,,-259.1,2.97
2020-03-25,,-261.74,3.01
2020-03-26,,-259.79,3.04
2020-03-26,,-261.36,3.01
2020-03-29,,-260.93,3.01
2020-03-29,,-260.46,2.99
2020-03-30,,-262.89,3.03
2020-03-30,,-259.5,2.98
2020-04-02,,-262.71,3.01
2020-04-02,,-263.92,3.02
2020-04-02,,-260.46,3.03
2020-04-02,,-260.78,2.98
2020-04-05,,-263.12,3.03
2020-04-05,,-263.98,3.04
2020-04-05,,-262.1,3.0
2020-04-07,,-258.11,2.97
2020-04-12,,-259.36,2.97
2020-04-12,,-259.47,2.99
2020-04-12,,-258.58,2.98
2020-04-13,,-257.42,2.96
2020-04-13,,-260.05,3.0
2020-04-13,,-261.31,3.05
2020-04-14,,-259.04,2.98
2020-04-15,,-260.58,3.03
2020-04-15,,-259.62,3.01
2020-04-16,,-261.89,3.05
2020-04-16,,-259.47,2.97
2020-04-16,,-260.34,3.0
2020-04-16,,-261.89,3.05
2020-04-18,,-257.34,2.98
2020-04-18,,-259.27,3.0
2020-04-22,,-258.29,2.98
2020-04-29,,-259.5,3.04
2020-04-29,,-258.2,2.98
2020-05-02,,-259.91,3.03
2020-05-02,,-259.21,3.02
2020-05-02,,-258.17,2.97
2020-05-06,,-256.47,2.99
2020-05-09,,-257.68,2.97
2020-05-11,,-260.75,3.04
2020-05-11,,-256.1,2.97
2020-05-13,,-254.27,2.92
2020-05-13,,-259.21,3.0
2020-05-14,,-260.0,3.01
2020-05-14,,-259.1,3.04
2020-05-14,,-259.5,3.04
2020-05-15,,-261.48,3.08
2020-05-17,,-260.26,3.06
2020-05-19,,-262.04,3.09
2020-05-19,,-258.49,3.0
2020-05-21,,-262.24,3.08
2020-05-21,,-259.01,3.02
2020-05-21,,-256.59,3.0
2020-05-22,,-256.1,3.01
2020-05-23,,-256.65,3.01
2020-05-23,,-258.14,3.0
2020-05-23,,-256.73,3.01
2020-05-23,,-256.65,2.95
2020-05-23,,-258.14,3.0
2020-05-25,,-256.65,3.0
2020-05-25,,-256.76,2.98
2020-05-26,,-256.16,3.0
2020-05-30,,-256.76,2.98
2020-05-30,,-255.44,2.98
2020-06-01,,-257.57,3.04
2020-06-01,,-258.2,3.05
2020-06-04,,-255.93,3.02
2020-06-06,,-255.67,3.0
2020-06-06,,-255.96,2.99
2020-06-06,,-254.87,3.02
2020-06-09,,-256.82,2.99
2020-06-09,,-255.76,3.03
2020-06-09,,-259.36,3.01
2020-06-09,,-259.13,3.04
2020-06-09,,-254.39,2.96
2020-06-09,,-256.76,2.99
2020-06-10,,-255.67,2.96
2020-06-13,,-253.9,2.91
2020-06-13,,-252.01,2.92
2020-06-13,,-253.19,2.93
2020-06-15,,-251.38,2.94
2020-06-17,,-253.99,2.96
2020-06-17,,-252.88,2.91
2020-06-17,,-253.36,2.96
2020-06-21,,-253.11,2.96
2020-06-21,,-254.73,2.94
2020-06-22,,-252.6,2.94
2020-06-24,,-254.84,2.96
2020-06-24,,-253.48,2.94
2020-06-24,,-252.91,2.93
2020-06-24,,-252.03,2.91
2020-06-24,,-255.5,2.97
2020-06-27,,-253.11,2.95
2020-06-27,,-252.23,2.96
2020-06-27,,-252.8,2.96
2020-06-28,,-253.96,2.97
2020-06-28,,-256.16,3.0
2020-06-28,,-252.29,2.92
2020-06-28,,-252.66,2.97
2020-06-28,,-249.34,2.93
2020-06-29,,-251.81,2.91
2020-07-01,,-253.39,2.94
2020-07-03,,-251.58,2.91
2020-07-03,,-251.64,2.91
2020-07-03,,-251.39,2.92
2020-07-06,,-251.05,2.91
2020-07-06,,-251.16,2.92
2020-07-09,,-252.8,2.93
2020-07-09,,-252.37,2.89
2020-07-09,,-252.63,2.94
2020-07-09,,-253.11,2.96
2020-07-11,,-251.72,2.91
2020-07-11,,-251.02,2.91
2020-07-11,,-250.12,2.91
2020-07-17,,-251.44,2.87
2020-07-17,,-251.24,2.93
2020-07-31,,-251.67,2.94
2020-07-31,,-249.81,2.95
2020-07-31,,-249.53,2.91
2020-07-31,,-249.59,2.86
2020-08-06,,-250.57,2.88
2020-08-06,,-248.5,2.84
2020-08-07,,-253.79,2.92
2020-08-07,,-251.72,2.92
2020-08-07,,-251.19,2.89
2020-08-07,,-252.94,2.92
2020-08-07,,-252.71,2.93
2020-08-08,,-250.93,2.92
2020-08-08,,-252.09,2.92
2020-08-08,,-249.28,2.88
2020-08-08,,-252.54,2.93
2020-08-08,,-251.55,2.93
2020-08-08,,-254.79,2.95
2020-08-08,,-256.04,2.99
2020-08-08,,-259.68,3.08
2020-08-08,,-254.39,2.98
2020-08-08,,-255.67,2.97
2020-08-08,,-256.22,3.0
2020-08-09,,-255.5,3.03
2020-08-09,,-256.47,3.01
2020-08-09,,-256.73,3.01
2020-08-09,,-257.11,3.02
2020-08-09,,-254.84,3.01
2020-08-09,,-252.94,2.98
2020-08-10,,-256.59,2.99
2020-08-10,,-255.67,3.02
2020-08-10,,-256.22,3.03
2020-08-10,,-256.93,3.0
2020-08-10,,-256.33,3.04
2020-08-10,,-254.56,2.97
2020-08-10,,-254.76,3.01
2020-08-10,,-254.39,2.97
2020-08-10,,-260.87,3.06
2020-08-11,,-258.84,3.04
2020-08-11,,-266.76,3.15
2020-08-11,,-263.21,3.09
2020-08-11,,-261.1,3.06
2020-08-11,,-262.21,3.07
2020-08-11,,-259.04,3.04
2020-08-11,,-264.09,3.11
2020-08-12,,-262.04,3.08
2020-08-13,,-264.12,3.09
2020-08-13,,-260.66,3.07
2020-08-13,,-259.85,3.04
2020-08-14,,-264.42,3.1
2020-08-14,,-260.99,3.07
2020-08-14,,-262.3,3.09
2020-08-14,,-264.12,3.08
2020-08-16,,-266.14,3.15
2020-08-16,,-263.56,3.09
2020-08-16,,-262.51,3.12
2020-08-16,,-265.07,3.09
2020-08-17,,-263.71,3.09
2020-08-17,,-263.03,3.12
2020-08-18,,-263.86,3.09
2020-08-18,,-261.66,3.13
2020-08-18,,-262.36,3.05
2020-08-18,,-263.92,3.1
2020-08-18,,-264.3,3.11
2020-08-18,,-262.8,3.08
2020-08-18,,-262.74,3.07
2020-08-20,,-258.86,3.07
2020-08-20,,-260.2,3.08
2020-08-20,,-171.51,2.0
2020-08-21,,-169.17,1.99
2020-08-21,,-170.19,1.97
2020-08-21,,-170.46,1.93
2020-08-22,,-170.59,1.92
2020-08-22,,-171.93,1.99
2020-08-22,,-171.35,1.99
2020-08-22,,-170.28,1.98
2020-08-23,,-172.45,1.95
2020-08-23,,-169.95,2.01
2020-08-24,,-169.41,1.98
2020-08-24,,-170.76,1.97
2020-08-24,,-169.89,1.98
2020-08-24,,-169.69,1.98
2020-08-26,,-169.25,1.97
2020-08-26,,-168.77,1.99
2020-08-26,,-170.65,2.01
2020-08-29,,-172.3,1.96
2020-08-30,,-171.31,1.98
2020-08-30,,-168.88,1.94
2020-08-30,,-169.19,1.96
2020-08-30,,-170.48,2.0
2020-08-30,,-167.99,2.01
2020-09-01,,-169.62,1.98
2020-09-01,,-167.71,2.02
2020-09-01,,-169.01,1.99
2020-09-01,,-168.42,1.94
2020-09-02,,-168.21,1.98
2020-09-02,,-169.25,2.01
2020-09-02,12,-169.65,1.97
2020-09-04,,-168.21,1.98
2020-09-04,,-168.6,1.99
2020-09-04,,-168.49,1.99
2020-09-04,,-170.56,1.96
2020-09-04,,-167.88,2.05
2020-09-04,,-170.21,2.04
2020-09-04,,-168.86,2.02
2020-09-08,,-168.01,2.01
2020-09-08,,-170.13,2.05
2020-09-08,,-166.73,2.02
2020-09-15,,-168.31,2.01
2020-09-15,,-162.87,1.95
2020-09-16,,-160.81,2.03
2020-09-16,,-161.02,2.03
2020-09-17,,-162.26,1.97
2020-09-17,,-162.82,1.95
2020-09-17,,-161.73,1.99
2020-09-17,,-159.91,1.97
2020-09-21,,-158.47,2.03
2020-09-21,,-156.07,2.01
2020-09-21,,-157.87,2.0
2020-09-21,,-158.3,1.95
2020-09-22,,-157.24,1.95
2020-09-25,,-157.09,1.97
2020-09-25,,-155.31,2.01
2020-09-27,,-154.64,2.09
2020-09-28,,-153.17,2.07
2020-09-28,,-152.83,2.09
2020-09-28,,-152.77,2.13
2020-09-28,,-151.66,2.09
2020-09-28,,-152.52,2.13
2020-09-28,,-151.47,2.09
2020-09-28,,-148.37,2.14
2020-10-05,,-148.18,2.08
2020-10-05,,-145.4,2.1
2020-10-05,,-145.52,2.17
2020-10-14,,-146.01,2.12
2020-10-14,,-146.22,2.15
2020-10-14,,-146.41,2.13
2020-10-18,,-144.49,2.13
2020-10-18,,-144.96,2.13
2020-10-22,,-143.71,2.15
2020-10-22,,-143.87,2.14
2020-10-22,,-145.5,2.12
2020-10-28,,-142.01,2.15
2020-10-28,,-144.7,2.18
2020-10-28,,-147.13,2.21
2020-11-01,,-145.0,2.22
2020-11-02,,-142.73,2.18
2020-11-02,,-140.99,2.23
2020-11-02,,-143.57,2.21
2020-11-04,,-144.18,2.21
2020-11-07,,-140.19,2.22
2020-11-07,,-141.74,2.2
2020-11-07,,-143.2,2.19
2020-11-08,,-144.33,2.22
2020-11-08,,-142.95,2.23
2020-11-10,,-142.73,2.24
2020-11-12,,-142.5,2.21
2020-11-15,,-141.58,2.2
2020-11-23,,-144.14,2.19
2020-11-25,,-140.13,2.23
2020-11-25,,-142.68,2.19
2020-11-26,,-140.15,2.21
2020-11-29,,-141.7,2.18
2020-11-29,,-142.64,2.21
2020-11-29,,-141.95,2.2
2020-11-29,,-142.15,2.18
2020-11-29,,-141.95,2.2
2020-11-29,,-143.05,2.21
2020-11-29,,-143.36,2.2
2020-11-29,,-145.0,2.22
2020-12-05,,-143.91,2.23
2020-12-05,,-143.36,2.2
2020-12-12,,-144.41,2.21
2020-12-12,,-145.05,2.21
2020-12-14,,-138.91,2.2
2020-12-14,,-141.81,2.22
2020-12-14,,-142.3,2.19
2020-12-18,,-142.95,2.22
2020-12-18,,-139.97,2.2
2020-12-23,,-139.08,2.22
2020-12-23,,-140.19,2.23
2020-12-25,,-144.47,2.2
2020-12-31,,-142.42,2.23
2020-12-31,,-141.32,2.22
2020-12-31,,-139.97,2.21
2020-12-31,,-140.62,2.23
2020-12-31,,-139.62,2.23
2021-01-08,,-136.38,2.19
2021-01-08,,-140.17,2.22
2021-01-08,,-138.61,2.21
2021-01-11,,-139.1,2.23
2021-01-11,,-138.59,2.2
2021-01-11,,-139.14,2.18
2021-01-11,,-140.6,2.21
2021-01-11,,-138.85,2.24
2021-01-11,,-136.95,2.2
2021-01-11,,-140.11,2.22
2021-01-11,,-138.18,2.22
2021-01-13,,-136.63,2.22
2021-01-17,,-139.28,2.19
2021-01-30,,-138.67,2.23
2021-01-30,,-139.36,2.22
2021-01-30,,-139.16,2.21
2021-01-30,,-138.99,2.22
2021-01-31,,-139.81,2.22
2021-01-31,,-140.91,2.2
2021-01-31,,-138.57,2.23
2021-01-31,,-141.03,2.23
2021-01-31,,-137.01,2.25
2021-02-08,,-137.68,2.21
2021-02-08,,-136.75,2.24
2021-02-08,,-138.81,2.22
2021-02-10,,-136.5,2.21
2021-02-10,,-137.92,2.21
2021-02-10,,-137.07,2.21
2021-02-11,,-138.08,2.22
2021-02-11,,-139.06,2.23
2021-02-15,,-136.65,2.25
2021-02-16,,-137.68,2.22
2021-02-16,,-137.15,2.22
2021-02-18,13,-136.59,2.22
2021-02-20,,-138.51,2.22
2021-02-20,,-138.33,2.23
2021-02-20,,-138.51,2.21
2021-02-26,,-138.04,2.23
2021-03-07,,-137.39,2.24
2021-03-07,,-136.2,2.25
2021-03-07,,-139.3,2.22
2021-03-07,,-137.49,2.23
2021-03-07,,-137.01,2.25
2021-03-10,,-136.97,2.25
2021-03-16,,-137.45,2.23
2021-03-16,,-135.56,2.23
2021-03-16,,-135.37,2.25
2021-03-17,,-133.95,2.23
2021-03-17,,-134.65,2.21
2021-03-19,,-137.66,2.22
2021-03-19,,-135.39,2.23
2021-03-24,,-135.78,2.21
2021-03-27,,-138.89,2.24
2021-03-27,,-136.16,2.23
2021-03-31,,-135.15,2.24
2021-03-31,,-139.14,2.23
2021-04-06,,-136.44,2.23
2021-04-06,,-135.66,2.24
2021-04-15,,-139.3,2.23
2021-04-15,,-135.35,2.27
2021-04-15,,-136.99,2.24
2021-04-15,,-137.33,2.26
2021-04-15,,-138.37,2.22
2021-04-24,,-137.78,2.24
2021-04-24,,-136.48,2.23
2021-04-25,,-137.25,2.25
2021-04-25,,-136.59,2.22
2021-04-25,,-137.01,2.25
2021-04-28,,-133.71,2.27
2021-04-28,,-134.95,2.21
2021-05-02,,-135.84,2.24
2021-05-02,,-135.56,2.22
2021-05-07,,-134.09,2.24
2021-05-07,,-135.56,2.21
2021-05-11,,-136.36,2.26
2021-05-11,,-136.52,2.22
2021-05-11,,-133.93,2.23
2021-05-11,,-134.89,2.24
2021-05-12,,-133.28,2.21
2021-05-15,,-133.18,2.21
2021-05-15,,-134.01,2.22
2021-05-15,,-137.29,2.21
2021-05-15,,-135.72,2.22
2021-05-17,,-135.13,2.23
2021-05-18,,-135.52,2.26
2021-05-19,,-134.09,2.27
2021-05-19,,-135.96,2.25
2021-05-19,,-132.62,2.27
2021-05-19,,-136.3,2.28
2021-05-19,,-133.91,2.25
2021-05-19,,-135.4,2.26
2021-05-21,,-133.08,2.31
2021-05-22,,-131.66,2.26
2021-05-22,,-130.07,2.27
2021-05-22,,-131.54,2.27
2021-05-22,,-127.86,2.3
2021-05-24,,-128.55,2.28
2021-05-25,,-129.41,2.27
2021-05-26,,-129.47,2.27
2021-05-26,,-128.75,2.27
2021-05-26,,-127.92,2.27
2021-05-28,,-129.71,2.27
2021-05-30,,-128.22,2.29
2021-05-30,,-128.34,2.28
2021-05-31,,-124.66,2.29
2021-06-01,,-123.5,2.29
2021-06-01,,-124.81,2.29
2021-06-02,,-124.78,2.25
2021-06-03,,-125.92,2.28
2021-06-03,,-123.02,2.29
2021-06-03,,-124.7,2.29
2021-06-03,,-126.85,2.28
2021-06-04,,-126.1,2.3
2021-06-05,,-126.93,2.3
2021-06-05,,-123.99,2.28
2021-06-05,,-126.57,2.28
2021-06-06,,-124.85,2.28
2021-06-08,,-123.36,2.31
2021-06-11,,-125.72,2.28
2021-06-13,,-124.58,2.27
2021-06-13,,-126.08,2.29
2021-06-13,,-126.91,2.26
2021-06-13,,-124.52,2.31
2021-06-14,,-107.92,2.32
2021-06-14,,-107.48,2.29
2021-06-14,,-106.7,2.33
2021-06-15,,-100.71,2.28
2021-06-16,,-102.54,2.28
2021-06-17,,-101.78,2.29
2021-06-17,,-102.5,2.31
2021-06-18,,-110.98,2.26
2021-06-18,,-98.65,2.3
2021-06-18,,-101.25,2.29
2021-06-18,,-102.73,2.26
2021-06-19,,-101.54,2.25
2021-06-19,,-103.64,2.28
2021-06-19,,-98.99,2.26
2021-06-20,,-101.73,2.27
2021-06-21,,-100.4,2.26
2021-06-21,,-100.61,2.28
2021-06-21,,-100.12,2.26
2021-06-22,,-97.07,2.25
2021-06-28,,-94.47,2.26
2021-06-28,,-95.89,2.26
2021-06-28,,-96.38,2.26
2021-06-28,,-93.28,2.25
2021-06-29,,-94.66,2.26
2021-07-02,14,-93.07,2.27
2021-07-03,,-94.0,2.26
2021-07-03,,-93.11,2.25
2021-07-03,,-93.33,2.27
2021-07-03,,-93.95,2.25
2021-07-03,,-95.01,2.25
2021-07-03,,-93.93,2.27
2021-07-13,,-90.8,2.3
2021-07-13,,-93.67,2.25
2021-07-13,,-93.48,2.27
2021-07-13,,-89.48,2.28
2021-07-23,,-90.8,2.24
2021-07-23,,-90.32,2.28
2021-07-23,,-93.09,2.27
2021-07-23,,-89.57,2.25
2021-07-24,,-91.43,2.28
2021-07-26,,-90.17,2.26
2021-07-26,,-90.22,2.25
2021-07-29,,-88.37,2.26
2021-07-30,,-88.72,2.28
2021-07-31,,-88.68,2.28
2021-08-05,,-90.67,2.28
2021-08-05,,-87.94,2.28
2021-08-05,,-87.72,2.29
2021-08-05,,-89.22,2.27
2021-08-05,,-88.48,2.28
2021-08-15,,-74.5,2.27
2021-08-17,,-71.18,2.3
2021-08-18,,-65.17,2.27
2021-08-20,,-63.14,2.28
2021-08-20,,-63.51,2.3
2021-08-22,,-63.89,2.31
2021-08-22,,-65.22,2.31
2021-08-22,,-63.78,2.28
2021-08-22,,-62.08,2.3
2021-08-27,,-64.54,2.3
2021-08-27,,-61.09,2.28
2021-08-27,,-57.48,2.28
2021-08-27,,-59.82,2.29
2021-08-31,,-58.16,2.29
2021-09-06,,-58.53,2.27
2021-09-06,,-55.22,2.29
2021-09-06,,-56.04,2.32
2021-09-07,,-58.93,2.28
2021-09-10,,-57.57,2.3
2021-09-12,,-57.23,2.28
2021-09-15,,-54.88,2.31
2021-09-17,,-56.86,2.33
2021-09-21,,-55.47,2.3
2021-09-23,,-56.27,2.31
2021-09-23,,-56.21,2.29
2021-09-24,,-54.41,2.31
2021-09-25,,-53.47,2.3
2021-09-26,,-52.94,2.32
2021-10-03,,-51.39,2.31
2021-10-06,,-50.51,2.31
2021-10-06,,-52.28,2.3
2021-10-06,,-50.86,2.29
2021-10-07,,-53.33,2.33
2021-10-09,,-52.17,2.3
2021-10-13,,-49.39,2.31
2021-10-14,,-52.87,2.3
2021-10-14,,-52.56,2.32
2021-10-15,,-51.53,2.32
2021-10-17,,-51.85,2.3
2021-10-17,,-55.29,2.3
2021-10-18,,-52.26,2.32
2021-10-18,,-53.03,2.27
2021-10-19,,-54.43,2.31
2021-10-19,,-55.09,2.31
2021-10-21,,-55.8,2.3
2021-10-21,,-52.17,2.28
2021-10-23,,-53.67,2.31
2021-10-23,,-55.39,2.28
2021-10-23,,-52.6,2.3
2021-10-23,,-51.53,2.3
2021-10-24,,-53.45,2.3
2021-10-24,,-49.71,2.3
2021-10-24,,-50.63,2.32
2021-10-25,,-51.78,2.33
2021-10-28,14.1,-49.35,2.31
2021-10-31,,-51.53,2.32
2021-10-31,,-50.29,2.31
2021-10-31,,-51.29,2.32
2021-10-31,,-50.31,2.3
2021-11-01,,-49.23,2.3
2021-11-05,,-49.48,2.31
2021-11-05,,-49.87,2.3
2021-11-05,,-51.27,2.31
2021-11-05,,-49.81,2.3
2021-11-08,,-52.62,2.3
2021-11-08,,-51.39,2.3
2021-11-10,,-46.96,2.31
2021-11-15,,-48.66,2.31
2021-11-15,,-50.08,2.29
2021-11-21,,-48.77,2.3
2021-11-21,,-48.89,2.34
2021-11-22,,-50.7,2.3
2021-11-23,,-45.92,2.31
2021-11-25,,-45.71,2.32
2021-11-26,,-41.45,2.35
2021-11-27,,-39.69,2.35
2021-11-27,,-37.81,2.31
2021-11-28,,-37.44,2.33
2021-11-29,,-32.72,2.34
2021-11-30,,-36.39,2.33
2021-12-01,,-35.88,2.34
2021-12-01,,-33.14,2.36
2021-12-01,,-34.4,2.34
2021-12-01,,-30.48,2.33
2021-12-01,,-35.35,2.37
2021-12-03,,-34.54,2.35
2021-12-03,,-34.09,2.38
2021-12-04,,-32.37,2.37
2021-12-05,,-33.7,2.35
2021-12-05,,-35.28,2.33
2021-12-05,,-35.02,2.33
2021-12-06,,-33.58,2.34
2021-12-07,,-29.85,2.33
2021-12-07,,-31.14,2.34
2021-12-07,,-30.93,2.33
2021-12-08,,-29.5,2.32
2021-12-09,,-29.67,2.33
2021-12-11,,-32.16,2.36
2021-12-11,,-31.37,2.34
2021-12-13,,-28.94,2.31
2021-12-14,,-26.61,2.32
2021-12-17,,-28.34,2.32
2021-12-17,,-29.57,2.33
2021-12-17,,-30.2,2.31
2021-12-17,,-29.95,2.34
2021-12-18,,-29.64,2.33
2021-12-19,,-27.96,2.32
2021-12-19,,-28.78,2.33
2021-12-19,,-25.27,2.33
2021-12-21,,-26.72,2.35
2021-12-21,,-26.18,2.31
2021-12-21,,-26.6,2.34
2021-12-22,,-27.12,2.33
2021-12-22,,-25.81,2.33
2021-12-27,,-26.91,2.32
2021-12-30,,-26.72,2.32
2021-12-31,,-22.75,2.32
2022-01-02,,-23.03,2.32
2022-01-06,,-20.61,2.34
2022-01-08,,-20.31,2.33
2022-01-08,,-21.34,2.35
2022-01-09,,-21.52,2.34
2022-01-10,,-20.38,2.31
2022-01-13,,-19.91,2.31
2022-01-13,,-22.98,2.34
2022-01-17,,-21.81,2.34
2022-01-17,,-21.64,2.33
2022-01-19,,-20.42,2.32
2022-01-19,,-21.48,2.34
2022-01-20,,-19.98,2.34
2022-01-22,,-19.06,2.36
2022-01-25,,-19.67,2.32
2022-01-25,,-19.62,2.33
2022-01-29,,-19.58,2.33
2022-02-05,,-19.63,2.33
2022-02-05,,-19.09,2.35
2022-02-05,,-19.62,2.36
2022-02-05,,-21.57,2.33
2022-02-07,,-19.77,2.32
2022-02-09,,-16.9,2.32
2022-02-10,,-13.31,2.31
2022-02-13,,-11.23,2.3
2022-02-17,,-7.75,2.29
2022-02-20,,-9.21,2.29
2022-02-20,,-10.04,2.31
2022-02-20,,-10.08,2.28
2022-02-25,,-4.36,2.31
2022-03-01,,-7.05,2.31
2022-03-01,,-4.93,2.28
2022-03-02,,-4.83,2.29
2022-03-08,,-4.9,2.3
2022-03-12,,-2.74,2.28
2022-03-12,,-3.8,2.27
2022-03-13,,-6.27,2.32
2022-03-19,,-3.74,2.27
2022-03-25,,-3.94,2.27
2022-03-28,,-3.47,2.28
2022-03-28,,-4.64,2.25
2022-04-01,,-6.31,2.29
2022-04-12,,-5.91,2.28
2022-04-16,,-4.83,2.29
2022-04-16,,-4.85,2.3
2022-04-16,,-0.52,2.27
