date,release,elo_vs_sf15,elo_err
2026-07-20,,136.73,1.95
2026-07-20,,139.14,1.94
2026-07-26,,136.83,2.24
2026-07-26,,139.42,1.95
2026-07-26,,137.23,1.97
2026-07-26,,138.12,1.97
2026-07-26,,136.67,1.97
2026-07-26,,138.2,1.96
2026-07-26,,136.81,1.98
2026-07-26,,137.27,1.97
